dirname,cues,chosen,choices_1,choices_2,choices_3,choices_4
combined,52,51,2,43,51,52
combined,29,46,3,14,29,46
combined,9,9,5,9,22,43
combined,35,35,7,8,35,48
combined,49,40,20,38,40,49
combined,50,48,12,48,50,61
combined,34,34,13,34,60,62
combined,17,17,17,41,46,54
combined,56,55,4,37,55,56
combined,56,53,30,31,53,56
combined,38,40,8,16,38,40
combined,31,31,23,31,45,56
combined,53,53,1,6,53,60
combined,46,46,11,46,53,57
combined,45,20,10,20,41,45
combined,5,5,5,18,37,48
combined,35,35,8,13,19,35
combined,11,11,11,19,41,61
combined,43,43,5,12,35,43
combined,42,59,15,29,42,59
combined,10,10,1,10,55,57
combined,46,46,9,30,34,46
combined,34,43,6,34,36,43
combined,57,5,5,13,19,57
combined,52,52,17,21,41,52
combined,42,42,15,25,42,57
combined,41,41,41,45,56,60
combined,14,43,14,19,33,43
combined,47,42,18,22,42,47
combined,64,64,21,37,46,64
combined,27,27,2,27,52,58
combined,55,55,4,5,55,57
combined,56,56,16,23,42,56
combined,21,21,6,11,21,43
combined,62,62,29,32,53,62
combined,10,10,10,42,43,60
combined,64,12,12,26,46,64
combined,6,6,4,6,9,37
combined,56,55,52,54,55,56
combined,21,21,8,19,21,39
combined,61,44,3,44,60,61
combined,47,47,6,22,47,48
combined,42,45,42,45,52,53
combined,50,50,1,7,42,50
combined,6,15,6,15,57,59
combined,6,16,6,16,27,58
combined,11,11,11,33,41,54
combined,51,51,9,37,51,63
combined,52,52,4,20,27,52
combined,5,5,5,9,17,30
combined,2,2,2,5,22,27
combined,34,58,23,34,58,61
combined,59,3,3,9,49,59
combined,12,12,12,21,36,39
combined,42,42,20,42,52,58
combined,26,51,1,17,26,51
combined,27,33,27,32,33,45
combined,62,54,2,30,54,62
combined,17,17,8,17,30,63
combined,38,38,17,38,39,55
combined,4,4,4,15,22,52
combined,1,6,1,6,59,61
combined,2,2,2,17,38,50
combined,5,5,5,22,39,46
combined,28,15,15,28,32,62
combined,4,4,4,48,54,57
combined,32,22,22,28,32,37
combined,49,35,35,49,54,64
combined,46,43,40,43,46,60
combined,2,2,2,20,30,51
combined,5,5,5,22,30,49
combined,28,39,28,35,39,44
combined,55,55,14,46,55,60
combined,2,2,2,30,58,61
combined,26,46,26,46,48,51
combined,60,62,3,30,60,62
combined,53,47,2,47,53,59
combined,49,49,16,17,22,49
combined,50,50,10,37,41,50
combined,12,12,8,12,27,38
combined,22,22,7,22,49,50
combined,12,9,6,9,12,60
combined,3,3,3,12,16,53
combined,18,20,18,20,29,51
combined,1,29,1,29,34,63
combined,1,33,1,18,33,56
combined,32,39,12,32,39,47
combined,26,26,14,21,26,59
combined,18,18,18,29,38,50
combined,12,12,12,41,45,48
combined,24,24,17,24,53,63
combined,47,25,4,25,35,47
combined,56,56,28,39,55,56
combined,33,33,12,17,25,33
combined,42,42,5,26,42,56
combined,25,25,1,3,25,53
combined,58,58,25,29,58,60
combined,62,59,28,37,59,62
combined,39,29,16,26,29,39
combined,12,64,12,56,58,64
combined,56,56,9,43,50,56
combined,7,7,7,29,32,41
combined,14,15,14,15,18,54
combined,60,60,2,8,35,60
combined,58,58,4,5,22,58
combined,61,2,2,6,8,61
combined,12,12,6,12,40,50
combined,39,63,10,18,39,63
combined,34,34,28,34,40,52
combined,11,11,11,36,53,64
combined,3,15,3,15,20,39
combined,32,16,12,16,32,45
combined,27,17,3,17,27,55
combined,18,18,1,17,18,41
combined,35,47,3,35,47,63
combined,27,35,27,35,50,52
combined,56,58,18,50,56,58
combined,62,60,1,5,60,62
combined,56,56,20,26,56,60
combined,6,6,6,23,38,43
combined,13,13,13,44,49,52
combined,6,6,6,27,31,47
combined,49,49,46,49,52,59
combined,14,14,9,14,27,50
combined,10,31,10,16,31,47
combined,51,41,4,14,41,51
combined,40,40,1,40,57,62
combined,17,17,15,17,18,51
combined,19,19,7,19,49,63
combined,41,32,23,32,35,41
combined,50,50,7,27,40,50
combined,38,38,18,22,38,50
combined,35,35,35,46,53,63
combined,14,14,3,14,27,53
combined,51,60,23,28,51,60
combined,1,1,1,17,57,63
combined,3,3,3,23,56,64
combined,57,59,26,43,57,59
combined,60,3,3,47,60,62
combined,8,8,8,27,46,53
combined,56,52,9,45,52,56
combined,47,4,4,30,37,47
combined,24,22,22,24,58,59
combined,25,3,3,18,25,53
combined,57,51,7,51,57,60
combined,3,3,3,4,14,39
combined,32,32,32,33,59,63
combined,51,50,22,50,51,61
combined,7,15,7,15,39,48
combined,18,18,6,18,27,61
combined,4,4,4,26,31,39
combined,42,42,13,29,42,44
combined,12,12,12,23,32,51
combined,13,13,13,24,46,53
combined,28,28,1,28,37,44
combined,26,35,20,26,35,54
combined,63,63,19,24,58,63
combined,62,62,48,50,53,62
combined,18,18,18,26,27,37
combined,45,45,11,45,56,62
combined,55,49,47,49,55,63
combined,55,54,15,40,54,55
combined,17,17,3,17,28,57
combined,61,61,26,36,44,61
combined,55,55,9,48,55,58
combined,57,57,35,40,50,57
combined,3,10,3,10,33,43
combined,31,31,15,24,31,56
combined,21,59,21,25,45,59
combined,19,19,4,5,19,35
combined,2,2,2,4,5,23
combined,50,51,9,35,50,51
combined,60,56,40,43,56,60
combined,22,22,22,31,42,48
combined,52,52,41,43,52,61
combined,7,7,4,7,15,64
combined,18,18,11,14,18,45
combined,9,9,9,21,36,49
combined,38,44,4,24,38,44
combined,7,38,1,7,38,62
combined,60,60,16,24,47,60
combined,42,42,4,6,42,61
combined,9,9,9,16,27,44
combined,11,11,11,15,33,44
combined,21,22,6,21,22,59
combined,64,3,3,41,51,64
combined,32,50,24,32,41,50
combined,23,23,2,9,17,23
combined,42,42,4,24,42,51
combined,10,10,10,22,26,56
combined,24,19,10,19,24,58
combined,51,51,9,14,45,51
combined,30,30,1,14,30,37
combined,2,1,1,2,12,23
combined,59,59,36,37,48,59
combined,35,64,35,40,46,64
combined,27,27,5,21,27,47
combined,16,16,16,25,37,44
combined,48,48,10,11,16,48
combined,12,20,3,12,20,32
combined,23,23,4,23,39,45
combined,1,1,1,8,12,32
combined,14,14,3,14,23,43
combined,2,2,2,10,15,22
combined,52,54,5,40,52,54
combined,30,30,3,22,30,55
combined,28,28,3,24,28,34
combined,36,31,28,31,33,36
combined,50,50,1,38,50,51
combined,26,26,2,26,40,42
combined,15,15,15,31,37,63
combined,44,44,1,44,53,61
combined,20,20,5,17,20,58
combined,13,13,6,13,29,52
combined,2,13,2,13,23,58
combined,12,12,12,34,43,48
combined,20,19,19,20,58,59
combined,19,19,19,36,59,63
combined,6,63,6,11,54,63
combined,1,1,1,21,38,58
combined,55,40,40,55,56,59
combined,11,11,11,32,45,53
combined,10,13,6,10,13,62
combined,3,9,3,6,7,9
combined,56,56,27,28,37,56
combined,36,36,3,7,36,41
combined,41,41,5,11,34,41
combined,23,25,1,22,23,25
combined,6,6,6,16,34,64
combined,53,53,25,30,37,53
combined,47,47,20,30,47,58
combined,18,18,17,18,35,45
combined,39,39,33,39,52,56
combined,55,50,28,33,50,55
combined,43,28,20,28,43,58
combined,52,22,22,33,44,52
combined,59,59,25,26,41,59
combined,12,12,12,25,42,51
combined,48,48,28,39,48,62
combined,15,15,7,15,38,44
combined,33,33,16,27,33,56
combined,33,33,33,38,52,54
combined,30,30,10,12,30,55
combined,56,33,27,33,38,56
combined,39,39,13,39,44,64
combined,35,39,15,35,39,55
combined,63,63,39,40,43,63
combined,19,19,4,19,63,64
combined,16,16,7,8,16,32
combined,20,20,14,20,52,54
combined,6,6,6,11,30,45
combined,25,25,21,25,47,54
combined,54,14,12,14,25,54
combined,24,30,24,26,30,50
combined,7,13,7,13,19,44
combined,49,20,14,20,42,49
combined,9,9,9,12,28,60
combined,15,15,2,12,14,15
combined,5,5,5,17,43,45
combined,54,54,4,42,54,60
combined,51,51,5,13,51,56
combined,25,25,8,25,56,58
combined,39,39,2,37,39,61
combined,21,28,17,21,28,54
combined,23,23,23,50,51,56
combined,35,35,6,35,50,60
combined,37,42,16,22,37,42
combined,49,30,10,30,49,64
combined,46,46,27,35,46,49
combined,35,35,9,29,33,35
combined,52,52,5,14,52,57
combined,10,10,10,15,23,54
combined,15,15,15,16,28,49
combined,15,15,3,6,9,15
combined,34,34,31,34,38,54
combined,48,16,16,30,36,48
combined,26,26,26,31,34,45
combined,43,51,31,43,51,59
combined,64,64,8,24,29,64
combined,7,7,7,14,50,51
combined,29,27,14,27,29,50
combined,4,62,4,14,25,62
combined,18,18,7,18,23,53
combined,38,40,31,38,40,47
combined,22,49,22,49,50,59
combined,18,12,5,12,18,48
combined,21,2,1,2,21,42
combined,36,36,3,36,52,64
combined,63,63,17,28,37,63
combined,16,16,16,36,45,51
combined,3,4,3,4,47,53
combined,42,42,7,26,35,42
combined,53,55,7,46,53,55
combined,18,18,18,36,38,58
combined,30,30,3,26,30,55
combined,26,33,11,26,33,64
combined,48,48,13,26,47,48
combined,51,51,20,23,32,51
combined,12,12,2,12,37,46
combined,37,39,16,26,37,39
combined,38,38,5,14,38,61
combined,48,48,5,9,14,48
combined,47,47,5,38,47,58
combined,33,33,18,22,33,59
combined,15,15,15,29,53,63
combined,34,34,3,34,36,51
combined,47,47,2,47,63,64
combined,62,6,6,18,52,62
combined,42,42,20,24,30,42
combined,45,45,7,14,45,62
combined,36,20,11,20,36,58
combined,29,29,29,33,34,35
combined,34,47,34,40,47,59
combined,12,13,12,13,33,38
combined,13,15,13,15,22,23
combined,37,50,22,37,50,58
combined,36,36,17,25,36,44
combined,55,64,29,45,55,64
combined,59,59,17,24,46,59
combined,34,34,10,19,28,34
combined,48,48,15,37,48,56
combined,19,19,4,19,52,57
combined,50,51,3,17,50,51
combined,4,4,4,16,26,53
combined,50,31,18,31,37,50
combined,4,58,4,15,51,58
combined,39,39,21,39,56,64
combined,28,28,5,8,28,49
combined,6,14,4,6,12,14
combined,60,60,11,43,47,60
combined,7,7,7,14,50,64
combined,30,30,30,33,45,61
combined,56,60,18,45,56,60
combined,22,22,2,22,29,33
combined,64,64,5,35,39,64
combined,53,43,8,43,53,62
combined,30,26,26,30,42,56
combined,32,62,30,32,34,62
combined,58,61,11,51,58,61
combined,4,4,4,10,13,44
combined,43,43,11,24,43,60
combined,61,7,7,16,28,61
combined,22,22,2,22,34,56
combined,44,44,1,27,32,44
combined,30,41,30,35,41,62
combined,9,9,9,13,25,37
combined,27,29,27,29,49,63
combined,18,18,1,18,38,42
combined,47,35,1,35,47,57
combined,31,25,9,25,31,56
combined,19,19,17,19,28,37
combined,29,48,5,24,29,48
combined,59,59,10,33,34,59
combined,32,32,11,19,32,53
combined,15,11,1,11,15,43
combined,54,4,4,23,32,54
combined,10,10,10,32,39,58
combined,49,26,2,14,26,49
combined,64,64,26,44,52,64
combined,60,33,14,21,33,60
combined,36,35,1,35,36,37
combined,54,54,6,14,17,54
combined,14,14,9,14,58,61
combined,1,1,1,8,14,44
combined,35,35,35,42,51,58
combined,42,16,16,41,42,58
combined,53,53,10,21,31,53
combined,44,43,43,44,46,50
combined,46,46,13,19,26,46
combined,48,48,8,31,48,49
combined,17,17,3,13,17,30
combined,6,63,6,10,27,63
combined,53,22,10,22,50,53
combined,23,23,20,23,39,45
combined,13,13,2,13,36,38
combined,32,32,12,32,47,61
combined,47,46,14,24,46,47
combined,60,60,12,17,54,60
combined,55,55,5,22,55,64
combined,41,41,12,41,47,50
combined,55,55,23,29,44,55
combined,42,42,13,15,31,42
combined,48,26,3,26,48,60
combined,51,48,4,36,48,51
combined,2,8,2,8,42,44
combined,38,25,3,25,37,38
combined,17,28,11,17,28,40
combined,53,53,3,38,48,53
combined,33,33,7,24,25,33
combined,12,21,12,21,23,61
combined,36,34,34,36,55,64
combined,24,24,4,21,24,44
combined,2,2,2,18,34,36
combined,16,16,16,24,40,56
combined,20,33,4,18,20,33
combined,37,34,1,34,36,37
combined,31,31,31,33,51,63
combined,56,56,14,17,56,64
combined,14,14,14,19,32,37
combined,26,26,18,20,26,27
combined,42,40,6,40,42,45
combined,7,10,7,10,30,35
combined,26,43,14,19,26,43
combined,2,3,2,3,24,26
combined,39,39,39,54,57,62
combined,30,20,2,12,20,30
combined,2,12,2,12,14,57
combined,51,51,51,54,63,64
combined,33,29,29,33,38,52
combined,3,3,3,55,60,63
combined,13,13,13,31,44,61
combined,3,13,1,3,13,42
combined,26,32,26,32,34,54
combined,16,16,13,16,26,56
combined,22,27,14,22,27,60
combined,19,19,10,13,19,44
combined,39,39,2,8,39,62
combined,25,25,6,25,33,54
combined,39,39,6,23,27,39
combined,18,18,8,18,38,47
combined,41,33,33,36,41,61
combined,8,8,1,7,8,44
combined,55,42,5,13,42,55
combined,34,34,34,43,47,54
combined,56,54,15,54,56,59
combined,54,55,34,46,54,55
combined,64,64,16,39,43,64
combined,8,12,8,12,39,50
combined,60,60,5,8,54,60
combined,35,35,15,33,35,46
combined,39,39,3,14,36,39
combined,63,63,43,49,55,63
combined,33,33,26,33,36,58
combined,28,5,5,28,41,48
combined,61,62,20,26,61,62
combined,50,36,19,21,36,50
combined,10,10,10,20,36,51
combined,45,45,7,16,45,61
combined,58,60,13,37,58,60
combined,44,44,14,16,44,60
combined,25,30,16,25,30,32
combined,26,32,20,26,32,64
combined,9,9,9,16,24,44
combined,20,20,20,30,55,57
combined,15,15,15,28,41,53
combined,22,22,2,4,22,32
combined,56,54,2,45,54,56
combined,17,17,11,17,62,64
combined,20,20,20,40,48,63
combined,49,52,15,20,49,52
combined,26,28,5,13,26,28
combined,8,8,8,20,50,52
combined,27,37,19,27,37,53
combined,51,25,1,25,46,51
combined,60,60,14,26,31,60
combined,2,5,2,5,34,55
combined,27,62,27,31,62,63
combined,62,62,7,23,50,62
combined,62,62,13,29,54,62
combined,54,54,19,35,54,57
combined,7,7,7,17,19,31
combined,24,42,24,42,44,52
combined,43,43,4,24,43,55
combined,3,3,3,16,52,60
combined,10,19,10,11,19,37
combined,42,42,3,37,42,53
combined,15,15,4,9,15,21
combined,57,58,15,32,57,58
combined,3,3,3,16,30,35
combined,26,26,4,25,26,39
combined,55,33,33,55,57,63
combined,9,9,5,9,38,56
combined,39,33,33,36,38,39
combined,6,5,5,6,17,49
combined,26,26,10,12,26,52
combined,35,35,3,9,35,63
combined,4,64,4,19,48,64
combined,33,11,5,11,33,64
combined,17,17,4,17,37,46
combined,2,2,2,6,11,15
combined,46,46,46,58,62,64
combined,7,7,7,35,36,58
combined,46,46,3,14,46,51
combined,31,31,5,31,42,64
combined,3,8,3,8,41,59
combined,19,46,10,19,46,53
combined,49,8,8,22,24,49
combined,35,38,35,38,48,51
combined,34,34,19,25,32,34
combined,34,34,22,23,33,34
combined,2,2,1,2,14,29
combined,38,24,14,24,38,47
combined,14,8,8,14,24,45
combined,11,11,5,9,11,35
combined,1,1,1,20,23,30
combined,49,27,8,27,35,49
combined,54,54,15,18,33,54
combined,23,23,8,23,48,52
combined,33,32,22,32,33,36
combined,30,30,14,30,44,46
combined,5,9,1,5,9,25
combined,12,12,12,30,36,58
combined,11,11,6,11,47,64
combined,22,22,14,22,45,59
combined,2,2,2,48,61,64
combined,19,19,8,19,30,39
combined,48,50,11,42,48,50
combined,4,4,4,6,16,30
combined,42,31,31,36,42,56
combined,24,24,15,24,55,59
combined,51,51,16,28,41,51
combined,22,29,16,22,29,39
combined,30,30,1,30,48,64
combined,41,41,13,22,35,41
combined,10,10,10,37,49,53
combined,13,13,1,13,36,48
combined,44,44,25,33,44,48
combined,49,49,11,14,16,49
combined,52,52,10,25,44,52
combined,25,19,19,24,25,53
combined,43,43,43,47,62,64
combined,56,56,40,42,43,56
combined,45,30,28,30,45,51
combined,39,39,14,22,39,62
combined,29,27,27,29,34,55
combined,42,42,11,42,51,55
combined,15,15,14,15,31,47
combined,44,44,18,33,39,44
combined,35,35,19,35,44,49
combined,4,4,2,4,37,56
combined,9,9,9,20,23,51
combined,48,48,7,24,34,48
combined,12,12,12,17,51,55
combined,54,52,43,52,54,59
combined,29,29,29,46,54,58
combined,3,61,3,4,30,61
combined,11,11,11,25,39,60
combined,22,16,4,16,22,41
combined,26,26,24,26,36,38
combined,31,34,7,31,34,64
combined,50,25,24,25,27,50
combined,58,58,6,26,43,58
combined,11,9,9,11,30,32
combined,9,9,9,22,27,37
combined,20,27,17,20,27,40
combined,48,48,5,31,48,63
combined,53,53,6,7,9,53
combined,50,50,6,15,25,50
combined,28,28,28,54,58,64
combined,8,8,8,26,52,57
combined,61,61,25,57,61,62
combined,3,3,3,20,33,56
combined,60,60,25,29,56,60
combined,55,55,14,31,54,55
combined,42,42,8,29,35,42
combined,18,15,15,18,23,25
combined,34,47,23,34,47,63
combined,48,48,44,45,48,52
combined,58,58,15,39,50,58
combined,55,55,16,48,51,55
combined,20,20,20,36,40,45
combined,39,16,15,16,29,39
combined,45,45,36,42,45,56
combined,7,13,7,13,36,37
combined,22,22,7,22,52,58
combined,41,42,41,42,43,44
combined,26,26,3,26,33,41
combined,29,30,16,29,30,51
combined,28,28,4,28,47,61
combined,33,33,3,31,33,45
combined,46,48,15,19,46,48
combined,62,9,9,23,39,62
combined,28,28,14,17,20,28
combined,39,30,27,30,37,39
combined,51,51,10,27,38,51
combined,36,36,5,25,29,36
combined,48,37,11,15,37,48
combined,29,12,2,12,29,57
combined,61,61,26,40,45,61
combined,37,33,33,37,45,60
combined,42,42,5,12,42,50
combined,15,13,13,15,22,57
combined,32,43,17,31,32,43
combined,12,11,11,12,36,39
combined,5,11,5,8,11,21
combined,59,58,26,58,59,61
combined,34,33,33,34,63,64
combined,41,41,8,21,22,41
combined,22,22,7,22,39,60
combined,62,4,4,38,53,62
combined,64,62,4,28,62,64
combined,20,20,9,12,15,20
combined,42,42,5,31,35,42
combined,11,11,11,20,25,28
combined,56,54,19,53,54,56
combined,15,15,8,15,16,49
combined,19,19,19,48,53,63
combined,50,50,26,49,50,56
combined,36,42,12,13,36,42
combined,5,5,5,20,45,46
combined,29,41,6,29,41,51
combined,41,41,24,37,41,63
combined,55,62,28,32,55,62
combined,43,43,3,33,39,43
combined,14,14,14,21,23,56
combined,7,7,7,24,41,54
combined,33,33,3,7,25,33
combined,24,24,18,24,39,52
combined,47,22,11,22,39,47
combined,42,42,34,42,43,62
combined,57,57,25,39,40,57
combined,51,52,38,39,51,52
combined,18,18,10,18,31,34
combined,14,12,12,14,26,28
combined,39,48,11,39,47,48
combined,57,57,19,22,57,62
combined,2,2,2,44,54,61
combined,34,10,1,10,34,56
combined,35,36,6,11,35,36
combined,22,22,22,34,56,57
combined,46,33,24,33,46,50
combined,62,64,9,49,62,64
combined,51,51,9,16,25,51
combined,41,41,41,48,54,61
combined,6,7,6,7,20,53
combined,63,2,2,24,38,63
combined,24,24,24,30,50,62
combined,54,54,35,40,54,63
combined,28,29,22,28,29,64
combined,47,47,18,23,45,47
combined,47,42,1,25,42,47
combined,45,40,1,32,40,45
combined,63,53,12,33,53,63
combined,27,27,27,54,61,64
combined,62,61,23,45,61,62
combined,50,50,28,40,50,53
combined,46,46,32,33,35,46
combined,55,55,13,34,43,55
combined,44,44,19,21,30,44
combined,54,44,20,21,44,54
combined,60,60,10,11,17,60
combined,29,42,22,25,29,42
combined,34,34,14,21,24,34
combined,15,15,4,10,15,37
combined,22,22,22,31,43,57
combined,60,60,17,25,45,60
combined,51,47,15,47,51,53
combined,15,15,15,23,60,63
combined,6,10,6,10,23,26
combined,36,36,23,36,57,58
combined,21,31,12,16,21,31
combined,18,18,1,11,14,18
combined,10,10,10,52,56,58
combined,44,44,15,44,53,62
combined,5,10,1,5,10,31
combined,35,57,22,35,44,57
combined,38,33,8,33,38,45
combined,40,40,9,19,40,56
combined,43,43,1,29,43,62
combined,61,5,4,5,42,61
combined,50,50,1,20,40,50
combined,55,37,15,37,55,59
combined,54,54,49,53,54,57
combined,29,29,2,6,29,47
combined,9,9,2,9,40,54
combined,24,28,13,24,28,48
combined,58,58,27,50,51,58
combined,59,59,40,44,59,62
combined,15,15,15,20,30,60
combined,43,29,22,29,35,43
combined,25,24,24,25,26,62
combined,29,50,17,29,46,50
combined,36,36,21,36,38,47
combined,31,48,14,31,48,52
combined,56,56,14,21,56,62
combined,3,15,3,15,51,52
combined,2,2,1,2,41,61
combined,64,64,24,52,61,64
combined,31,32,1,3,31,32
combined,25,25,25,33,55,64
combined,53,53,9,28,53,64
combined,58,58,10,15,33,58
combined,54,53,47,52,53,54
combined,2,8,2,8,29,36
combined,52,52,24,38,52,63
combined,33,49,13,33,48,49
combined,8,8,8,9,29,32
combined,21,16,16,21,37,50
combined,3,62,3,7,57,62
combined,29,29,1,29,31,63
combined,35,35,6,35,48,52
combined,55,55,34,42,55,61
combined,33,39,18,20,33,39
combined,54,54,4,35,37,54
combined,45,45,13,14,40,45
combined,34,33,33,34,49,61
combined,51,51,16,23,37,51
combined,43,29,13,29,32,43
combined,32,32,23,27,32,48
combined,6,6,6,9,23,62
combined,54,54,21,39,52,54
combined,17,17,13,17,21,55
combined,1,62,1,29,38,62
combined,23,23,11,23,50,61
combined,30,45,12,30,45,46
combined,42,42,8,16,31,42
combined,42,32,32,42,55,61
combined,58,10,5,10,25,58
combined,16,16,5,16,27,55
combined,30,30,15,30,31,61
combined,37,21,21,30,37,45
combined,24,30,13,24,30,49
combined,17,17,17,27,30,56
combined,19,19,19,30,59,64
combined,10,21,10,18,21,39
combined,37,37,2,37,55,56
combined,51,51,4,41,51,54
combined,54,54,5,32,36,54
combined,35,45,2,35,45,61
combined,54,48,2,48,54,60
combined,51,28,28,51,54,56
combined,51,46,6,46,51,56
combined,56,56,23,27,56,61
combined,39,39,33,39,42,58
combined,49,25,14,25,49,62
combined,39,39,12,30,39,58
combined,40,40,11,12,40,53
combined,18,18,18,25,61,64
combined,26,62,26,32,41,62
combined,24,24,2,24,46,49
combined,51,51,8,12,16,51
combined,9,9,9,18,19,30
combined,1,4,1,4,20,56
combined,48,36,7,36,47,48
combined,54,54,11,21,54,57
combined,22,22,16,22,30,51
combined,2,2,1,2,38,62
combined,22,22,22,23,51,63
combined,54,53,2,53,54,56
combined,12,10,10,12,31,58
combined,5,5,5,16,38,45
combined,49,44,44,49,61,64
combined,52,52,13,45,49,52
combined,23,23,22,23,29,61
combined,13,13,8,13,16,57
combined,42,42,3,7,21,42
combined,51,51,6,10,12,51
combined,62,62,20,23,62,63
combined,22,37,17,22,30,37
combined,26,26,3,12,26,52
combined,3,3,3,24,36,55
combined,49,49,7,8,9,49
combined,14,14,14,37,42,47
combined,47,43,43,47,53,64
combined,42,49,11,42,49,61
combined,49,49,2,23,32,49
combined,60,60,13,17,38,60
combined,64,64,20,24,43,64
combined,27,27,27,53,55,64
combined,45,50,11,29,45,50
combined,31,28,28,29,31,34
combined,40,37,37,40,45,57
combined,60,60,32,38,54,60
combined,45,45,34,45,54,56
combined,46,46,4,13,46,51
combined,21,21,2,21,44,59
combined,45,33,33,42,45,63
combined,62,19,19,56,60,62
combined,32,45,12,23,32,45
combined,58,58,29,38,45,58
combined,64,64,9,52,56,64
combined,48,55,42,45,48,55
combined,37,37,8,15,37,57
combined,4,60,4,8,57,60
combined,33,46,16,33,46,57
combined,9,9,9,35,38,59
combined,19,19,19,25,46,63
combined,31,31,22,31,53,61
combined,15,15,15,37,53,63
combined,57,57,15,21,36,57
combined,22,25,4,22,25,47
combined,34,34,5,34,43,58
combined,57,57,44,46,47,57
combined,6,6,2,6,7,10
combined,35,35,8,35,53,61
combined,30,18,4,18,30,41
combined,52,52,12,42,52,59
combined,56,52,45,50,52,56
combined,31,31,2,16,30,31
combined,2,2,2,25,33,55
combined,46,25,4,25,46,55
combined,11,11,11,32,42,55
combined,39,39,13,39,44,61
combined,22,22,22,34,39,50
combined,6,6,6,48,54,61
combined,20,20,2,20,25,31
combined,23,23,23,34,61,63
combined,9,9,9,39,41,45
combined,22,32,22,27,31,32
