dirname,cues,chosen,choices_1,choices_2,choices_3,choices_4
210517_090630_Castor,4,NaN,4,12,26,45
210517_090630_Castor,34,NaN,3,28,33,34
210517_090630_Castor,49,49,11,26,27,49
210517_090630_Castor,31,NaN,12,23,31,49
210517_090630_Castor,37,NaN,10,12,37,56
210517_090630_Castor,44,NaN,18,44,48,53
210517_090630_Castor,60,NaN,21,30,47,60
210517_090630_Castor,27,NaN,19,20,24,27
210517_090630_Castor,6,NaN,6,36,54,58
210517_090630_Castor,3,45,3,22,45,57
210517_090630_Castor,21,21,1,21,24,27
210517_090630_Castor,53,NaN,28,32,49,53
210517_090630_Castor,57,NaN,9,40,57,62
210517_090630_Castor,58,50,23,39,50,58
210517_090630_Castor,55,NaN,15,26,34,55
210517_090630_Castor,35,35,5,20,35,54
210517_090630_Castor,40,40,7,13,40,48
210517_090630_Castor,17,NaN,17,32,59,62
210517_090630_Castor,51,51,9,38,51,56
210517_090630_Castor,20,43,20,43,45,59
210517_090630_Castor,47,36,6,32,36,47
210517_090630_Castor,25,NaN,25,50,52,56
210517_090630_Castor,48,48,21,48,49,54
210517_090630_Castor,11,NaN,3,11,22,42
210517_090630_Castor,7,10,7,10,37,50
210517_090630_Castor,13,NaN,2,13,40,43
210517_090630_Castor,24,7,7,24,26,47
210517_090630_Castor,38,NaN,4,19,38,64
210517_090630_Castor,59,NaN,21,23,29,59
210517_090630_Castor,32,NaN,7,32,37,57
210517_090630_Castor,18,18,7,18,31,39
210517_090630_Castor,56,15,14,15,56,58
210517_090630_Castor,54,NaN,9,15,26,54
210517_090630_Castor,36,36,8,15,36,60
210517_090630_Castor,43,NaN,23,38,43,46
210517_090630_Castor,62,7,4,7,62,63
210517_090630_Castor,33,31,2,21,31,33
210517_090630_Castor,53,53,19,20,43,53
210517_090630_Castor,49,49,25,38,49,57
210517_090630_Castor,50,NaN,15,19,50,59
210517_090630_Castor,57,51,26,31,51,57
210517_090630_Castor,29,29,4,29,53,61
210517_090630_Castor,51,NaN,36,46,51,53
210517_090630_Castor,61,NaN,41,57,59,61
210517_090630_Castor,20,19,13,19,20,29
210517_090630_Castor,8,NaN,5,8,9,23
210517_090630_Castor,16,NaN,2,11,16,33
210517_090630_Castor,15,22,15,22,45,62
210517_090630_Castor,9,9,9,34,39,42
210517_090630_Castor,2,7,2,7,41,44
210517_090630_Castor,55,NaN,26,31,55,64
210517_090630_Castor,58,58,11,48,58,60
210517_090630_Castor,10,62,10,19,38,62
210517_090630_Castor,32,30,9,30,32,36
210517_090630_Castor,44,NaN,12,43,44,50
210517_090630_Castor,1,NaN,1,5,41,64
210517_090630_Castor,14,NaN,10,13,14,46
210517_090630_Castor,45,45,5,19,41,45
210517_090630_Castor,47,NaN,12,15,24,47
210517_090630_Castor,35,39,4,17,35,39
210517_090630_Castor,30,30,10,23,30,36
210517_090630_Castor,60,NaN,19,22,46,60
210517_090630_Castor,21,NaN,2,16,21,64
210517_090630_Castor,25,NaN,5,25,43,45
210517_090630_Castor,37,NaN,8,19,37,46
210517_090630_Castor,13,13,7,12,13,44
210517_090630_Castor,4,4,4,20,60,61
210517_090630_Castor,19,NaN,11,19,32,50
210517_090630_Castor,22,22,22,30,34,44
210517_090630_Castor,17,17,17,33,40,43
210517_090630_Castor,3,NaN,3,34,57,64
210517_090630_Castor,34,NaN,19,24,34,51
210517_090630_Castor,54,NaN,3,40,47,54
210517_090630_Castor,7,NaN,7,18,40,64
210517_090630_Castor,63,NaN,34,47,58,63
210517_090630_Castor,31,NaN,3,14,31,64
210517_090630_Castor,12,NaN,12,49,50,55
210517_090630_Castor,36,NaN,5,15,36,60
210517_090630_Castor,41,18,6,13,18,41
210517_090630_Castor,52,52,10,15,52,58
210517_090630_Castor,6,NaN,6,24,44,62
210517_090630_Castor,40,NaN,40,42,50,52
210517_090630_Castor,64,NaN,38,39,52,64
210517_090630_Castor,42,42,26,42,47,49
210517_090630_Castor,26,26,14,26,56,62
210517_090630_Castor,23,NaN,3,22,23,51
210517_090630_Castor,27,27,6,27,56,59
210517_090630_Castor,28,NaN,7,21,28,35
210517_090630_Castor,59,NaN,11,38,57,59
210517_090630_Castor,11,NaN,11,22,35,47
210517_090630_Castor,56,56,40,52,56,58
210517_090630_Castor,18,20,3,18,20,57
210517_090630_Castor,48,48,24,48,62,63
210517_090630_Castor,39,NaN,3,23,39,42
210517_090630_Castor,38,NaN,7,19,38,46
210517_090630_Castor,46,24,24,46,55,62
210517_090630_Castor,5,5,5,18,22,60
210517_090630_Castor,24,40,20,24,40,43
210517_090630_Castor,1,NaN,1,47,55,59
210517_090630_Castor,22,14,14,22,30,41
210517_090630_Castor,42,NaN,3,35,42,49
210517_090630_Castor,30,30,8,10,30,40
210517_090630_Castor,23,11,11,23,35,63
210517_090630_Castor,12,NaN,12,28,55,59
210517_090630_Castor,10,NaN,4,10,35,38
210517_090630_Castor,20,20,12,13,20,49
210517_090630_Castor,56,NaN,3,28,54,56
210517_090630_Castor,31,NaN,1,30,31,54
210517_090630_Castor,4,59,4,22,59,63
210517_090630_Castor,6,NaN,6,8,18,54
210517_090630_Castor,59,59,12,32,47,59
210517_090630_Castor,5,10,5,7,10,36
210517_090630_Castor,18,23,18,20,23,60
210517_090630_Castor,14,NaN,14,31,37,51
210517_090630_Castor,55,NaN,2,3,47,55
210517_090630_Castor,43,27,27,43,51,57
210517_090630_Castor,24,24,3,11,24,60
210517_090630_Castor,35,NaN,6,35,40,52
210517_090630_Castor,40,NaN,33,34,38,40
210517_090630_Castor,19,19,3,4,19,32
210517_090630_Castor,50,NaN,30,31,50,61
210517_090630_Castor,61,NaN,9,18,57,61
210517_090630_Castor,27,NaN,1,17,27,59
210517_090630_Castor,63,46,7,46,57,63
210517_090630_Castor,25,NaN,2,6,12,25
210517_090630_Castor,57,NaN,4,48,57,58
210517_090630_Castor,37,53,1,22,37,53
210517_090630_Castor,64,64,10,23,36,64
210517_090630_Castor,3,NaN,3,4,18,19
210517_090630_Castor,39,NaN,14,15,39,64
210517_090630_Castor,54,NaN,8,10,37,54
210517_090630_Castor,2,NaN,2,7,30,41
210517_090630_Castor,13,13,13,22,38,42
210517_090630_Castor,38,47,38,41,47,60
210517_090630_Castor,58,NaN,2,10,39,58
210517_090630_Castor,15,NaN,12,15,26,33
210517_090630_Castor,48,NaN,1,12,35,48
210517_090630_Castor,45,47,45,47,58,60
210517_090630_Castor,17,17,10,17,33,44
210517_090630_Castor,29,NaN,14,24,27,29
210517_090630_Castor,32,32,4,16,32,56
210517_090630_Castor,34,34,25,29,34,36
210517_090630_Castor,51,51,1,6,31,51
210517_090630_Castor,21,NaN,1,16,21,38
210517_090630_Castor,7,NaN,7,31,35,63
210517_090630_Castor,49,NaN,8,17,42,49
210517_090630_Castor,8,NaN,8,11,38,43
210517_090630_Castor,16,NaN,16,46,49,63
210517_090630_Castor,36,36,24,26,36,59
210517_090630_Castor,47,43,21,27,43,47
210517_090630_Castor,46,NaN,8,45,46,60
210517_090630_Castor,9,NaN,9,34,43,51
210517_090630_Castor,41,41,19,31,41,59
210517_090630_Castor,44,NaN,8,20,25,44
210517_090630_Castor,28,NaN,25,28,59,63
210517_090630_Castor,52,52,34,37,52,63
210517_090630_Castor,11,11,11,24,39,40
210517_090630_Castor,26,51,26,31,51,56
210517_090630_Castor,33,NaN,16,29,33,52
210517_090630_Castor,53,53,3,23,53,58
210517_090630_Castor,62,NaN,30,47,49,62
210517_090630_Castor,60,NaN,20,31,60,61
210517_090630_Castor,14,NaN,14,20,30,36
210517_090630_Castor,46,44,16,24,44,46
210517_090630_Castor,60,NaN,9,20,29,60
210517_090630_Castor,63,NaN,17,47,54,63
210517_090630_Castor,25,1,1,2,10,25
210517_090630_Castor,18,47,18,25,27,47
210517_090630_Castor,57,NaN,4,39,43,57
210517_090630_Castor,11,NaN,1,11,30,51
210517_090630_Castor,34,35,1,8,34,35
210517_090630_Castor,22,NaN,18,22,45,64
210517_090630_Castor,8,NaN,8,41,51,62
210517_090630_Castor,43,NaN,13,14,38,43
210517_090630_Castor,48,48,5,24,32,48
210517_090630_Castor,45,NaN,15,18,45,64
210517_090630_Castor,39,39,8,13,39,49
210517_090630_Castor,12,NaN,12,23,36,61
210517_090630_Castor,7,NaN,7,12,16,32
210517_090630_Castor,3,NaN,3,14,21,48
210517_090630_Castor,37,37,37,57,59,64
210517_090630_Castor,35,34,34,35,51,63
210517_090630_Castor,23,23,23,37,42,48
210517_090630_Castor,53,NaN,2,19,35,53
210517_090630_Castor,61,NaN,5,32,53,61
210517_090630_Castor,20,NaN,14,20,26,62
210517_090630_Castor,36,36,36,43,61,63
210517_090630_Castor,10,50,10,24,50,56
210517_090630_Castor,32,32,32,33,45,56
210517_090630_Castor,9,9,9,17,18,23
210517_090630_Castor,64,NaN,5,7,16,64
210517_090630_Castor,4,NaN,3,4,16,39
210517_090630_Castor,19,19,19,23,48,49
210517_090630_Castor,59,NaN,4,7,50,59
210517_090630_Castor,5,NaN,5,50,53,55
210517_090630_Castor,16,16,16,19,47,49
210517_090630_Castor,51,NaN,14,43,51,55
210517_090630_Castor,50,50,23,33,50,64
210517_090630_Castor,13,NaN,13,25,39,52
210517_090630_Castor,31,16,8,16,31,59
210517_090630_Castor,42,NaN,5,20,42,59
210517_090630_Castor,44,44,1,5,44,51
210517_090630_Castor,58,NaN,24,27,45,58
210517_090630_Castor,27,NaN,8,27,38,57
210517_090630_Castor,30,NaN,30,31,39,43
210517_090630_Castor,33,33,5,33,53,63
210517_090630_Castor,24,24,8,24,53,64
210517_090630_Castor,54,NaN,33,43,53,54
210517_090630_Castor,29,NaN,4,26,29,45
210517_090630_Castor,21,NaN,19,21,31,33
210517_090630_Castor,47,47,35,38,47,64
210517_090630_Castor,28,NaN,12,18,28,43
210517_090630_Castor,52,52,24,27,52,63
210517_090630_Castor,62,NaN,23,29,34,62
210517_090630_Castor,6,30,6,30,56,61
210517_090630_Castor,38,42,7,38,42,64
210517_090630_Castor,56,NaN,2,22,38,56
210517_090630_Castor,49,49,12,16,29,49
210517_090630_Castor,1,NaN,1,10,47,55
210517_090630_Castor,40,51,17,40,51,61
210517_090630_Castor,26,51,20,26,35,51
210517_090630_Castor,41,NaN,34,41,52,63
210517_090630_Castor,2,NaN,2,10,25,45
210517_090630_Castor,55,58,29,40,55,58
210517_090630_Castor,15,15,10,11,15,38
210517_090630_Castor,17,NaN,13,17,18,33
210517_090630_Castor,14,NaN,12,14,17,27
210517_090630_Castor,48,48,24,29,48,58
210517_090630_Castor,12,12,5,12,23,56
210517_090630_Castor,60,NaN,23,48,59,60
210517_090630_Castor,41,41,19,25,41,60
210517_090630_Castor,18,NaN,18,26,29,47
210517_090630_Castor,5,NaN,5,6,53,59
210517_090630_Castor,38,NaN,11,13,38,49
210517_090630_Castor,44,41,14,31,41,44
210517_090630_Castor,30,43,21,30,43,60
210517_090630_Castor,8,8,3,8,9,57
210517_090630_Castor,35,NaN,7,35,54,60
210517_090630_Castor,46,NaN,29,46,51,56
210517_090630_Castor,40,44,9,40,41,44
210517_090630_Castor,20,NaN,11,20,53,59
210517_090630_Castor,52,52,1,23,52,59
210517_090630_Castor,55,NaN,5,10,17,55
210517_090630_Castor,49,NaN,49,56,60,62
210517_090630_Castor,36,NaN,13,26,36,37
210517_090630_Castor,50,NaN,40,47,49,50
210517_090630_Castor,21,NaN,19,21,48,60
210517_090630_Castor,43,NaN,19,28,43,60
210517_090630_Castor,58,NaN,17,37,58,64
210517_090630_Castor,28,NaN,1,17,28,41
210517_090630_Castor,54,54,24,26,39,54
210517_090630_Castor,23,23,8,23,54,63
210517_090630_Castor,32,NaN,6,13,32,48
210517_090630_Castor,56,NaN,13,32,40,56
210517_090630_Castor,53,53,3,10,43,53
210517_090630_Castor,15,NaN,15,17,18,28
210517_090630_Castor,63,NaN,14,46,61,63
210517_090630_Castor,11,NaN,11,42,46,61
210517_090630_Castor,34,NaN,21,34,48,60
210517_090630_Castor,31,NaN,3,26,27,31
210517_090630_Castor,6,NaN,6,17,42,64
210517_090630_Castor,1,28,1,13,28,64
210517_090630_Castor,27,NaN,9,27,47,56
210517_090630_Castor,19,NaN,2,19,35,40
210517_090630_Castor,22,NaN,19,22,24,32
210517_090630_Castor,51,NaN,23,36,51,58
210517_090630_Castor,7,7,4,7,28,49
210517_090630_Castor,37,NaN,5,17,22,37
210517_090630_Castor,59,59,47,52,59,62
210517_090630_Castor,62,20,20,36,47,62
210517_090630_Castor,10,NaN,10,17,35,44
210517_090630_Castor,57,NaN,33,45,57,58
210517_090630_Castor,45,NaN,35,45,47,63
210517_090630_Castor,13,13,9,13,20,39
210517_090630_Castor,16,NaN,13,14,16,53
210517_090630_Castor,4,NaN,4,27,42,56
210517_090630_Castor,39,NaN,2,9,38,39
210517_090630_Castor,17,17,5,17,40,48
210517_090630_Castor,2,NaN,2,53,58,64
210517_090630_Castor,47,47,6,22,47,63
210517_090630_Castor,24,33,10,24,33,35
210517_090630_Castor,61,NaN,4,13,41,61
210517_090630_Castor,42,33,25,33,42,64
210517_090630_Castor,29,NaN,4,14,29,59
210517_090630_Castor,26,NaN,11,26,38,41
210517_090630_Castor,3,NaN,3,5,29,49
210517_090630_Castor,25,NaN,20,23,25,37
210517_090630_Castor,33,33,33,39,59,63
210517_090630_Castor,9,9,9,18,55,60
210517_090630_Castor,10,NaN,10,27,29,57
210517_090630_Castor,64,NaN,11,16,26,64
210517_090630_Castor,49,49,3,9,33,49
210517_090630_Castor,7,NaN,7,12,15,46
210517_090630_Castor,22,NaN,11,21,22,59
210517_090630_Castor,12,NaN,11,12,22,42
210517_090630_Castor,27,14,14,27,28,53
210517_090630_Castor,60,NaN,6,25,55,60
210517_090630_Castor,5,NaN,5,17,25,45
210517_090630_Castor,56,56,8,39,40,56
210517_090630_Castor,25,NaN,25,31,34,62
210517_090630_Castor,42,42,4,19,35,42
210517_090630_Castor,15,24,5,6,15,24
210517_090630_Castor,41,6,6,41,42,47
210517_090630_Castor,1,NaN,1,10,30,48
210517_090630_Castor,6,NaN,6,39,42,53
210517_090630_Castor,43,43,3,20,33,43
210517_090630_Castor,16,41,16,19,33,41
210517_090630_Castor,31,31,22,24,31,62
210517_090630_Castor,2,NaN,2,16,35,45
210517_090630_Castor,46,NaN,7,25,26,46
210517_090630_Castor,28,28,9,20,28,60
210517_090630_Castor,21,21,21,47,55,57
210517_090630_Castor,52,NaN,6,52,57,58
210517_090630_Castor,18,52,18,32,44,52
210517_090630_Castor,61,62,21,44,61,62
210517_090630_Castor,48,NaN,8,9,48,59
210517_090630_Castor,45,33,7,33,34,45
210517_090630_Castor,24,NaN,24,30,61,63
210517_090630_Castor,17,45,17,44,45,48
210517_090630_Castor,40,36,3,36,40,52
210517_090630_Castor,44,NaN,20,23,38,44
210517_090630_Castor,33,NaN,22,23,33,55
210517_090630_Castor,20,20,20,41,54,64
210517_090630_Castor,51,NaN,12,51,60,63
210517_090630_Castor,4,4,4,27,40,49
210517_090630_Castor,29,NaN,24,29,54,59
210517_090630_Castor,59,NaN,19,43,50,59
210517_090630_Castor,19,2,2,6,19,29
210517_090630_Castor,63,60,1,24,60,63
210517_090630_Castor,13,NaN,13,31,43,48
210517_090630_Castor,37,37,1,23,26,37
210517_090630_Castor,11,NaN,5,11,48,64
210517_090630_Castor,34,34,24,28,34,50
210517_090630_Castor,54,NaN,17,26,42,54
210517_090630_Castor,55,55,22,31,43,55
210517_090630_Castor,26,NaN,12,26,44,62
210517_090630_Castor,32,38,32,33,38,55
210517_090630_Castor,14,8,8,14,36,41
210517_090630_Castor,8,NaN,8,18,45,62
210517_090630_Castor,3,NaN,3,10,15,41
210517_090630_Castor,35,NaN,4,7,26,35
210517_090630_Castor,58,NaN,9,39,54,58
210517_090630_Castor,36,NaN,5,6,17,36
210517_090630_Castor,57,3,3,43,57,63
210517_090630_Castor,53,53,40,43,53,56
210517_090630_Castor,9,NaN,5,8,9,48
210517_090630_Castor,62,NaN,13,27,37,62
210517_090630_Castor,50,NaN,19,32,50,63
210517_090630_Castor,38,NaN,1,4,38,54
210517_090630_Castor,47,47,16,47,54,55
210517_090630_Castor,23,NaN,23,33,34,43
210517_090630_Castor,39,35,12,22,35,39
210517_090630_Castor,30,NaN,30,31,42,64
210517_090630_Castor,53,53,29,37,53,61
210517_090630_Castor,41,3,3,22,41,54
210517_090630_Castor,18,NaN,6,18,19,25
210517_090630_Castor,12,NaN,5,12,27,31
210517_090630_Castor,2,16,2,16,21,53
210517_090630_Castor,63,NaN,50,51,53,63
210517_090630_Castor,16,NaN,1,16,28,30
210517_090630_Castor,28,41,3,28,30,41
210517_090630_Castor,11,11,11,19,24,57
210517_090630_Castor,40,NaN,25,40,45,57
210517_090630_Castor,35,35,17,35,57,63
210517_090630_Castor,46,NaN,2,18,46,63
210517_090630_Castor,49,49,14,33,49,55
210517_090630_Castor,32,NaN,5,26,32,61
210517_090630_Castor,51,51,2,4,25,51
210517_090630_Castor,60,47,39,47,60,61
210517_090630_Castor,58,39,17,39,58,60
210517_090630_Castor,14,NaN,14,32,61,64
210517_090630_Castor,50,NaN,26,36,50,52
210517_090630_Castor,24,15,8,15,24,56
210517_090630_Castor,31,NaN,1,30,31,48
210517_090630_Castor,55,NaN,11,34,36,55
210517_090630_Castor,62,52,7,27,52,62
210517_090630_Castor,57,54,49,52,54,57
210517_090630_Castor,7,NaN,7,14,17,29
210517_090630_Castor,36,NaN,14,20,25,36
210517_090630_Castor,34,29,29,34,60,64
210517_090630_Castor,3,NaN,3,34,49,50
210517_090630_Castor,15,16,15,16,19,44
210517_090630_Castor,59,51,7,51,59,64
210517_090630_Castor,25,27,25,27,28,62
210517_090630_Castor,22,36,5,22,36,45
210517_090630_Castor,44,44,17,44,53,59
210517_090630_Castor,56,NaN,16,17,52,56
210517_090630_Castor,27,NaN,8,25,27,42
210517_090630_Castor,48,49,34,40,48,49
210517_090630_Castor,23,24,2,12,23,24
210517_090630_Castor,52,54,9,17,52,54
210517_090630_Castor,4,NaN,4,21,33,39
210517_090630_Castor,42,NaN,16,42,47,48
210517_090630_Castor,30,30,15,30,46,55
210517_090630_Castor,38,38,13,38,44,61
210517_090630_Castor,8,NaN,2,8,23,53
210517_090630_Castor,37,NaN,21,34,37,53
210517_090630_Castor,39,NaN,17,38,39,55
210517_090630_Castor,10,NaN,10,27,37,58
210517_090630_Castor,6,NaN,6,17,36,45
210517_090630_Castor,19,43,11,19,43,58
210517_090630_Castor,5,NaN,5,6,11,48
210517_090630_Castor,1,NaN,1,7,22,60
210517_090630_Castor,64,52,4,46,52,64
210517_090630_Castor,47,33,28,32,33,47
210517_090630_Castor,61,NaN,20,45,59,61
210517_090630_Castor,20,NaN,11,20,21,55
210517_090630_Castor,17,NaN,1,17,26,38
210517_090630_Castor,54,NaN,26,46,54,64
210517_090630_Castor,26,NaN,21,26,28,41
210517_090630_Castor,43,NaN,27,29,43,54
210517_090630_Castor,33,NaN,6,21,33,52
210517_090630_Castor,21,21,21,23,38,54
210517_090630_Castor,13,29,13,29,36,41
210517_090630_Castor,29,29,29,35,42,58
210517_090630_Castor,9,NaN,1,9,24,50
210517_090630_Castor,45,NaN,8,24,39,45
210517_090630_Castor,7,NaN,7,11,15,19
210517_090630_Castor,16,16,3,4,16,53
210517_090630_Castor,20,NaN,12,20,53,58
210517_090630_Castor,6,NaN,2,6,8,60
210517_090630_Castor,12,NaN,1,12,33,59
210517_090630_Castor,10,NaN,1,8,10,35
210517_090630_Castor,42,42,6,34,42,49
210517_090630_Castor,47,NaN,20,35,43,47
210517_090630_Castor,4,61,4,11,34,61
210517_090630_Castor,58,NaN,45,48,58,61
210517_090630_Castor,9,9,9,12,46,53
210517_090630_Castor,35,NaN,31,32,35,62
210517_090630_Castor,49,NaN,14,35,49,57
210517_090630_Castor,24,24,16,24,39,48
210517_090630_Castor,3,3,2,3,13,53
210517_090630_Castor,2,NaN,2,31,37,38
210517_090630_Castor,53,51,16,19,51,53
210517_090630_Castor,44,NaN,4,20,44,53
210517_090630_Castor,28,NaN,28,31,62,63
210517_090630_Castor,27,NaN,12,27,44,61
210517_090630_Castor,50,NaN,14,43,46,50
210517_090630_Castor,60,44,13,44,60,61
210517_090630_Castor,36,36,7,36,56,62
210517_090630_Castor,22,NaN,10,22,44,50
210517_090630_Castor,38,38,7,26,38,64
210517_090630_Castor,8,9,8,9,18,61
210517_090630_Castor,1,NaN,1,3,37,45
210517_090630_Castor,30,NaN,10,30,53,60
210517_090630_Castor,33,NaN,11,21,33,47
210517_090630_Castor,11,3,3,11,59,62
210517_090630_Castor,32,31,5,31,32,36
210517_090630_Castor,17,17,6,14,17,41
210517_090630_Castor,29,11,10,11,29,51
210517_090630_Castor,21,55,21,35,48,55
210517_090630_Castor,46,NaN,25,27,45,46
210517_090630_Castor,45,NaN,24,37,45,52
210517_090630_Castor,14,NaN,14,20,40,59
210517_090630_Castor,40,NaN,4,33,40,47
210517_090630_Castor,23,47,23,47,56,58
210517_090630_Castor,54,54,7,20,54,63
210517_090630_Castor,41,NaN,6,21,32,41
210517_090630_Castor,63,NaN,2,10,40,63
210517_090630_Castor,61,NaN,24,25,52,61
210517_090630_Castor,48,30,24,27,30,48
210517_090630_Castor,15,NaN,15,31,35,37
210517_090630_Castor,59,NaN,5,13,30,59
210517_090630_Castor,55,55,20,35,55,59
210517_090630_Castor,13,NaN,13,19,38,44
210517_090630_Castor,52,NaN,1,20,40,52
210517_090630_Castor,5,5,4,5,47,50
210517_090630_Castor,34,NaN,28,34,37,38
210517_090630_Castor,51,NaN,2,22,35,51
210517_090630_Castor,31,NaN,3,10,31,38
210517_090630_Castor,43,NaN,9,19,27,43
210517_090630_Castor,57,17,17,21,34,57
210517_090630_Castor,62,NaN,6,22,62,64
210517_090630_Castor,25,38,25,38,44,57
210517_090630_Castor,64,NaN,3,16,26,64
210517_090630_Castor,39,NaN,3,39,44,49
210517_090630_Castor,37,36,16,29,36,37
210517_090630_Castor,56,49,12,20,49,56
210517_090630_Castor,15,15,15,31,32,60
210517_090630_Castor,23,NaN,6,20,23,60
210517_090630_Castor,8,NaN,8,11,14,20
210517_090630_Castor,44,44,10,28,44,60
210517_090630_Castor,9,NaN,9,19,29,32
210517_090630_Castor,12,NaN,2,8,12,47
210517_090630_Castor,58,30,30,45,55,58
210517_090630_Castor,29,33,17,29,33,64
210517_090630_Castor,57,18,9,18,31,57
210517_090630_Castor,35,31,9,31,35,64
210517_090630_Castor,39,NaN,10,13,39,54
210517_090630_Castor,52,15,15,27,52,56
210517_090630_Castor,40,NaN,10,26,29,40
210517_090630_Castor,48,NaN,6,13,37,48
210517_090630_Castor,41,47,41,45,47,57
210517_090630_Castor,51,51,3,7,51,55
210517_090630_Castor,56,NaN,11,31,46,56
210517_090630_Castor,20,NaN,20,25,41,45
210517_090630_Castor,53,NaN,9,17,52,53
210517_090630_Castor,16,NaN,8,16,31,50
210517_090630_Castor,25,25,18,25,35,57
210517_090630_Castor,43,NaN,32,36,43,53
210517_090630_Castor,59,NaN,22,36,59,61
210517_090630_Castor,34,NaN,34,36,48,53
210517_090630_Castor,37,48,11,37,48,62
210517_090630_Castor,61,58,20,43,58,61
210517_090630_Castor,1,NaN,1,18,34,44
210517_090630_Castor,4,4,4,48,60,61
210517_090630_Castor,28,NaN,7,16,28,60
210517_090630_Castor,17,NaN,13,17,27,38
210517_090630_Castor,13,NaN,13,18,29,61
