dirname,cues,chosen,choices_1,choices_2,choices_3,choices_4
220322_091149_Morty,16,NaN,3,15,16,39
220322_091149_Morty,29,23,23,29,38,60
220322_091149_Morty,33,15,15,33,62,64
220322_091149_Morty,44,4,2,4,14,44
220322_091149_Morty,39,41,39,41,44,50
220322_091149_Morty,58,NaN,2,39,58,59
220322_091149_Morty,30,NaN,3,15,30,46
220322_091149_Morty,7,7,7,18,48,63
220322_091149_Morty,53,42,31,35,42,53
220322_091149_Morty,54,NaN,2,22,52,54
220322_091149_Morty,28,NaN,6,28,34,45
220322_091149_Morty,6,6,6,37,44,51
220322_091149_Morty,15,8,3,8,15,24
220322_091149_Morty,12,NaN,8,12,15,58
220322_091149_Morty,56,19,3,19,32,56
220322_091149_Morty,21,20,20,21,22,32
220322_091149_Morty,42,19,19,23,40,42
220322_091149_Morty,50,49,35,42,49,50
220322_091149_Morty,64,63,6,27,63,64
220322_091149_Morty,59,14,10,14,23,59
220322_091149_Morty,11,11,11,20,34,59
220322_091149_Morty,62,NaN,2,3,11,62
220322_091149_Morty,5,5,5,7,47,52
220322_091149_Morty,36,12,12,36,37,41
220322_091149_Morty,57,57,17,31,48,57
220322_091149_Morty,45,45,4,38,45,53
220322_091149_Morty,43,43,31,33,43,46
220322_091149_Morty,51,64,6,7,51,64
220322_091149_Morty,61,NaN,13,16,59,61
220322_091149_Morty,27,NaN,27,28,34,57
220322_091149_Morty,41,41,3,15,26,41
220322_091149_Morty,25,25,1,12,25,41
220322_091149_Morty,13,20,13,15,20,28
220322_091149_Morty,64,55,11,15,55,64
220322_091149_Morty,24,12,12,20,24,41
220322_091149_Morty,12,12,12,37,39,52
220322_091149_Morty,18,18,18,25,29,32
220322_091149_Morty,25,25,8,25,43,60
220322_091149_Morty,2,2,2,35,36,64
220322_091149_Morty,45,NaN,25,45,54,60
220322_091149_Morty,28,37,1,19,28,37
220322_091149_Morty,39,39,3,28,39,61
220322_091149_Morty,6,6,6,20,42,45
220322_091149_Morty,15,32,15,32,37,60
220322_091149_Morty,40,14,14,21,40,46
220322_091149_Morty,37,20,16,20,27,37
220322_091149_Morty,62,47,5,9,47,62
220322_091149_Morty,57,57,16,46,57,64
220322_091149_Morty,35,35,15,34,35,58
220322_091149_Morty,10,NaN,3,10,12,35
220322_091149_Morty,19,28,19,28,56,57
220322_091149_Morty,53,53,22,48,53,57
220322_091149_Morty,21,21,4,10,21,62
220322_091149_Morty,52,52,19,20,52,54
220322_091149_Morty,46,46,7,14,33,46
220322_091149_Morty,11,11,11,14,29,31
220322_091149_Morty,61,NaN,14,33,51,61
220322_091149_Morty,42,34,25,34,42,49
220322_091149_Morty,44,NaN,9,36,44,61
220322_091149_Morty,17,17,17,23,28,51
220322_091149_Morty,51,4,4,8,10,51
220322_091149_Morty,16,NaN,8,12,16,33
220322_091149_Morty,26,26,5,26,49,63
220322_091149_Morty,59,24,3,8,24,59
220322_091149_Morty,48,36,6,36,48,61
220322_091149_Morty,31,5,5,31,49,50
220322_091149_Morty,8,9,8,9,59,60
220322_091149_Morty,22,22,5,15,22,39
220322_091149_Morty,33,33,33,48,49,64
220322_091149_Morty,49,NaN,2,33,40,49
220322_091149_Morty,27,27,14,27,31,43
220322_091149_Morty,50,NaN,29,33,50,57
220322_091149_Morty,4,21,4,21,60,62
220322_091149_Morty,58,58,26,49,58,59
220322_091149_Morty,56,55,12,22,55,56
220322_091149_Morty,54,54,12,13,43,54
220322_091149_Morty,47,43,37,43,47,54
220322_091149_Morty,43,43,7,8,43,48
220322_091149_Morty,30,30,1,15,30,60
220322_091149_Morty,55,46,31,46,48,55
220322_091149_Morty,41,41,16,31,41,47
220322_091149_Morty,63,32,32,54,60,63
220322_091149_Morty,38,30,6,30,35,38
220322_091149_Morty,60,60,15,40,60,64
220322_091149_Morty,13,13,13,18,47,56
220322_091149_Morty,34,32,32,33,34,37
220322_091149_Morty,5,NaN,5,16,27,40
220322_091149_Morty,1,NaN,1,11,30,49
220322_091149_Morty,29,29,29,40,43,62
220322_091149_Morty,23,23,3,23,33,46
220322_091149_Morty,14,14,11,14,15,54
220322_091149_Morty,9,9,9,25,36,48
220322_091149_Morty,3,3,3,34,53,59
220322_091149_Morty,20,20,15,20,46,57
220322_091149_Morty,36,58,36,37,41,58
220322_091149_Morty,7,7,7,16,29,41
220322_091149_Morty,32,44,32,39,44,55
220322_091149_Morty,16,16,1,16,43,50
220322_091149_Morty,53,55,48,53,55,60
220322_091149_Morty,3,8,3,8,14,41
220322_091149_Morty,54,54,23,52,54,62
220322_091149_Morty,47,62,47,52,60,62
220322_091149_Morty,62,NaN,19,35,43,62
220322_091149_Morty,50,NaN,15,32,33,50
220322_091149_Morty,7,NaN,3,7,26,43
220322_091149_Morty,1,NaN,1,25,32,40
220322_091149_Morty,60,NaN,12,36,40,60
220322_091149_Morty,13,14,2,13,14,17
220322_091149_Morty,27,29,27,29,31,49
220322_091149_Morty,17,NaN,4,13,17,64
220322_091149_Morty,38,23,23,37,38,50
220322_091149_Morty,59,NaN,6,40,46,59
220322_091149_Morty,8,8,6,8,28,59
220322_091149_Morty,56,50,27,45,50,56
220322_091149_Morty,2,2,2,21,44,49
220322_091149_Morty,45,59,19,45,59,60
220322_091149_Morty,6,NaN,6,19,33,59
220322_091149_Morty,11,NaN,11,38,41,44
220322_091149_Morty,48,48,18,48,54,63
220322_091149_Morty,43,26,8,26,43,53
220322_091149_Morty,4,4,4,34,50,57
220322_091149_Morty,33,NaN,13,33,39,48
220322_091149_Morty,61,58,42,48,58,61
220322_091149_Morty,31,NaN,17,24,31,47
220322_091149_Morty,10,10,2,4,10,34
220322_091149_Morty,37,37,27,37,39,55
220322_091149_Morty,51,NaN,18,19,35,51
220322_091149_Morty,14,14,6,14,26,35
220322_091149_Morty,21,46,21,34,42,46
220322_091149_Morty,19,19,8,19,40,59
220322_091149_Morty,64,62,5,34,62,64
220322_091149_Morty,46,NaN,8,35,46,53
220322_091149_Morty,55,NaN,8,46,55,58
220322_091149_Morty,42,42,42,49,50,64
220322_091149_Morty,12,12,5,12,31,63
220322_091149_Morty,24,16,9,16,24,38
220322_091149_Morty,30,15,15,18,30,46
220322_091149_Morty,35,9,9,35,47,63
220322_091149_Morty,36,14,10,14,29,36
220322_091149_Morty,25,13,13,19,25,37
220322_091149_Morty,5,5,3,5,54,62
220322_091149_Morty,26,42,17,26,42,47
220322_091149_Morty,57,57,30,36,42,57
220322_091149_Morty,34,57,34,57,58,64
220322_091149_Morty,23,19,19,23,45,54
220322_091149_Morty,9,11,9,10,11,45
220322_091149_Morty,22,22,22,25,33,57
220322_091149_Morty,63,24,24,28,54,63
220322_091149_Morty,32,35,6,32,35,42
220322_091149_Morty,18,24,9,14,18,24
220322_091149_Morty,44,NaN,18,35,38,44
220322_091149_Morty,29,NaN,5,29,33,52
220322_091149_Morty,41,22,6,22,41,64
220322_091149_Morty,52,NaN,13,25,52,61
220322_091149_Morty,40,40,13,22,26,40
220322_091149_Morty,49,55,10,49,55,61
220322_091149_Morty,20,NaN,1,13,20,32
220322_091149_Morty,28,31,2,22,28,31
220322_091149_Morty,15,15,13,15,18,35
220322_091149_Morty,58,61,14,58,61,62
220322_091149_Morty,39,13,4,13,31,39
220322_091149_Morty,16,16,16,20,26,38
220322_091149_Morty,30,NaN,16,17,30,63
220322_091149_Morty,32,14,14,17,30,32
220322_091149_Morty,54,9,9,16,21,54
220322_091149_Morty,62,30,30,37,41,62
220322_091149_Morty,21,17,8,17,19,21
220322_091149_Morty,23,NaN,8,17,23,60
220322_091149_Morty,44,12,12,40,44,48
220322_091149_Morty,35,22,22,29,35,57
220322_091149_Morty,50,2,2,5,11,50
220322_091149_Morty,46,2,2,16,27,46
220322_091149_Morty,11,11,11,31,40,57
220322_091149_Morty,33,NaN,9,33,43,53
220322_091149_Morty,15,15,4,6,15,27
220322_091149_Morty,10,10,10,20,53,60
220322_091149_Morty,6,NaN,6,7,28,46
220322_091149_Morty,37,25,25,35,37,49
220322_091149_Morty,59,59,29,32,33,59
220322_091149_Morty,42,NaN,2,24,42,64
220322_091149_Morty,53,53,9,46,53,64
220322_091149_Morty,31,27,24,27,31,47
220322_091149_Morty,63,63,41,49,50,63
220322_091149_Morty,52,NaN,6,11,52,62
220322_091149_Morty,48,48,2,18,26,48
220322_091149_Morty,61,59,34,39,59,61
220322_091149_Morty,2,2,2,19,24,56
220322_091149_Morty,3,3,3,47,49,56
220322_091149_Morty,40,NaN,27,40,46,61
220322_091149_Morty,36,5,5,12,36,48
220322_091149_Morty,4,NaN,4,23,53,64
220322_091149_Morty,47,34,34,43,47,57
220322_091149_Morty,56,5,5,6,39,56
220322_091149_Morty,58,58,22,25,34,58
220322_091149_Morty,18,4,4,18,36,45
220322_091149_Morty,25,31,25,27,31,62
220322_091149_Morty,1,NaN,1,28,35,41
220322_091149_Morty,27,57,27,47,57,63
220322_091149_Morty,26,26,26,35,57,58
220322_091149_Morty,39,55,7,39,55,62
220322_091149_Morty,34,59,20,29,34,59
220322_091149_Morty,43,43,15,37,40,43
220322_091149_Morty,8,NaN,4,8,9,20
220322_091149_Morty,49,10,10,11,49,60
220322_091149_Morty,5,NaN,5,24,43,48
220322_091149_Morty,20,NaN,6,18,20,37
220322_091149_Morty,12,12,12,23,54,60
220322_091149_Morty,17,NaN,6,10,16,17
220322_091149_Morty,19,NaN,19,26,61,64
220322_091149_Morty,9,9,4,9,15,56
220322_091149_Morty,51,49,21,48,49,51
220322_091149_Morty,64,9,9,31,48,64
220322_091149_Morty,13,13,4,12,13,59
220322_091149_Morty,29,42,25,29,31,42
220322_091149_Morty,28,6,6,28,46,64
220322_091149_Morty,60,60,13,33,40,60
220322_091149_Morty,41,41,27,35,41,49
220322_091149_Morty,22,36,1,22,36,60
220322_091149_Morty,38,NaN,24,30,38,47
220322_091149_Morty,14,8,8,14,30,44
220322_091149_Morty,24,12,12,24,34,46
220322_091149_Morty,7,7,7,20,23,45
220322_091149_Morty,57,12,12,35,36,57
220322_091149_Morty,45,6,6,16,41,45
220322_091149_Morty,55,55,34,51,55,64
220322_091149_Morty,21,21,17,21,34,56
220322_091149_Morty,31,12,11,12,31,59
220322_091149_Morty,52,16,16,30,32,52
220322_091149_Morty,17,17,7,17,31,54
220322_091149_Morty,12,18,12,18,59,63
220322_091149_Morty,6,13,6,13,31,34
220322_091149_Morty,18,16,16,18,19,38
220322_091149_Morty,60,6,6,21,59,60
220322_091149_Morty,7,7,7,11,26,54
220322_091149_Morty,30,15,10,15,30,31
220322_091149_Morty,38,18,18,38,59,62
220322_091149_Morty,61,4,4,30,47,61
220322_091149_Morty,63,50,26,43,50,63
220322_091149_Morty,58,27,12,23,27,58
220322_091149_Morty,14,14,9,14,31,61
220322_091149_Morty,54,NaN,11,43,47,54
220322_091149_Morty,48,16,13,16,24,48
220322_091149_Morty,23,23,2,23,32,47
220322_091149_Morty,29,29,4,14,29,41
220322_091149_Morty,24,NaN,15,24,27,60
220322_091149_Morty,16,16,8,16,42,48
220322_091149_Morty,59,59,2,37,52,59
220322_091149_Morty,43,NaN,40,43,53,56
220322_091149_Morty,34,37,8,34,37,63
220322_091149_Morty,22,NaN,22,34,40,56
220322_091149_Morty,62,5,5,24,32,62
220322_091149_Morty,35,29,5,29,35,53
220322_091149_Morty,41,41,6,11,25,41
220322_091149_Morty,9,17,9,17,52,59
220322_091149_Morty,10,10,2,10,14,50
220322_091149_Morty,42,50,14,42,50,59
220322_091149_Morty,47,47,1,4,47,50
220322_091149_Morty,40,NaN,3,14,20,40
220322_091149_Morty,2,33,2,25,27,33
220322_091149_Morty,33,40,22,33,40,54
220322_091149_Morty,39,39,5,13,39,45
220322_091149_Morty,5,39,5,39,41,56
220322_091149_Morty,57,27,11,26,27,57
220322_091149_Morty,27,NaN,24,27,39,61
220322_091149_Morty,20,NaN,20,28,46,54
220322_091149_Morty,55,55,5,7,11,55
220322_091149_Morty,1,NaN,1,2,33,48
220322_091149_Morty,13,13,13,37,41,58
220322_091149_Morty,25,20,20,25,34,38
220322_091149_Morty,53,54,1,53,54,61
220322_091149_Morty,36,17,17,36,40,54
220322_091149_Morty,28,28,28,35,39,63
220322_091149_Morty,49,29,29,31,49,62
220322_091149_Morty,19,19,18,19,52,63
220322_091149_Morty,37,8,8,37,54,56
220322_091149_Morty,44,50,22,44,50,56
220322_091149_Morty,64,53,14,52,53,64
220322_091149_Morty,45,45,2,15,26,45
220322_091149_Morty,15,NaN,15,24,33,35
220322_091149_Morty,51,18,18,20,45,51
220322_091149_Morty,50,41,41,47,50,61
220322_091149_Morty,46,22,12,22,43,46
220322_091149_Morty,11,11,6,10,11,16
220322_091149_Morty,56,9,9,14,51,56
220322_091149_Morty,3,15,3,15,24,52
220322_091149_Morty,8,7,7,8,56,57
220322_091149_Morty,32,32,4,32,51,57
220322_091149_Morty,26,6,6,26,29,46
220322_091149_Morty,4,10,4,10,48,55
220322_091149_Morty,17,11,11,17,35,45
220322_091149_Morty,13,13,10,13,29,41
220322_091149_Morty,22,43,2,9,22,43
220322_091149_Morty,11,NaN,6,11,31,36
220322_091149_Morty,37,23,23,37,42,57
220322_091149_Morty,41,41,5,11,41,53
220322_091149_Morty,34,34,4,20,21,34
220322_091149_Morty,42,40,4,40,42,52
220322_091149_Morty,32,32,32,47,52,58
220322_091149_Morty,51,1,1,16,47,51
220322_091149_Morty,29,29,29,44,52,62
220322_091149_Morty,44,38,25,38,44,58
220322_091149_Morty,23,23,8,23,29,30
220322_091149_Morty,28,26,23,26,28,46
220322_091149_Morty,59,42,6,14,42,59
220322_091149_Morty,12,17,11,12,17,62
220322_091149_Morty,45,35,34,35,42,45
220322_091149_Morty,62,56,42,56,57,62
220322_091149_Morty,31,28,4,26,28,31
220322_091149_Morty,60,11,7,10,11,60
220322_091149_Morty,40,NaN,12,14,17,40
220322_091149_Morty,58,35,1,35,47,58
220322_091149_Morty,55,11,3,11,34,55
220322_091149_Morty,19,NaN,1,19,31,48
220322_091149_Morty,33,22,20,22,33,62
220322_091149_Morty,43,9,6,9,43,60
220322_091149_Morty,3,61,3,31,45,61
220322_091149_Morty,18,42,17,18,20,42
220322_091149_Morty,36,45,19,36,45,56
220322_091149_Morty,25,26,3,25,26,31
220322_091149_Morty,56,2,2,9,35,56
220322_091149_Morty,52,55,1,21,52,55
220322_091149_Morty,21,21,8,12,21,47
220322_091149_Morty,50,28,28,34,47,50
220322_091149_Morty,53,3,3,14,53,63
220322_091149_Morty,16,16,12,16,39,63
220322_091149_Morty,27,27,5,27,31,55
220322_091149_Morty,14,NaN,12,14,54,58
220322_091149_Morty,54,11,6,11,45,54
220322_091149_Morty,10,46,10,28,46,49
220322_091149_Morty,8,8,8,39,44,50
220322_091149_Morty,47,47,27,47,49,55
220322_091149_Morty,26,30,26,30,37,47
220322_091149_Morty,5,NaN,5,25,30,63
220322_091149_Morty,39,31,16,31,39,59
220322_091149_Morty,24,24,21,24,47,52
220322_091149_Morty,4,9,4,9,47,56
220322_091149_Morty,61,9,9,43,61,64
220322_091149_Morty,57,3,3,27,40,57
220322_091149_Morty,48,19,4,18,19,48
220322_091149_Morty,49,47,31,43,47,49
220322_091149_Morty,30,30,1,3,30,53
220322_091149_Morty,9,9,9,15,27,53
220322_091149_Morty,46,16,16,39,46,57
220322_091149_Morty,38,20,20,30,38,58
220322_091149_Morty,64,58,44,47,58,64
220322_091149_Morty,1,13,1,13,28,54
220322_091149_Morty,35,17,2,17,35,44
220322_091149_Morty,63,16,8,14,16,63
220322_091149_Morty,6,6,2,6,30,50
220322_091149_Morty,7,7,7,19,26,55
220322_091149_Morty,2,NaN,2,8,20,51
220322_091149_Morty,15,NaN,15,17,36,54
220322_091149_Morty,20,20,10,20,40,54
220322_091149_Morty,21,NaN,21,22,48,64
220322_091149_Morty,18,NaN,3,18,38,48
220322_091149_Morty,57,NaN,27,31,38,57
220322_091149_Morty,20,NaN,15,20,32,60
220322_091149_Morty,60,20,20,30,60,64
220322_091149_Morty,15,11,11,15,42,46
220322_091149_Morty,43,15,15,19,29,43
220322_091149_Morty,11,17,11,17,28,58
220322_091149_Morty,53,20,7,20,34,53
220322_091149_Morty,63,18,18,33,51,63
220322_091149_Morty,39,17,5,17,31,39
220322_091149_Morty,38,15,15,38,42,59
220322_091149_Morty,31,NaN,10,27,31,37
220322_091149_Morty,30,30,10,13,30,43
220322_091149_Morty,14,NaN,7,10,14,23
220322_091149_Morty,33,31,29,31,33,49
220322_091149_Morty,54,50,36,42,50,54
220322_091149_Morty,51,32,8,32,47,51
220322_091149_Morty,17,NaN,13,17,28,37
220322_091149_Morty,44,13,13,36,39,44
220322_091149_Morty,23,20,8,20,23,24
220322_091149_Morty,16,16,16,20,24,29
220322_091149_Morty,48,32,4,9,32,48
220322_091149_Morty,25,25,25,35,40,49
220322_091149_Morty,19,18,18,19,22,26
220322_091149_Morty,34,22,22,26,34,52
220322_091149_Morty,35,28,7,28,35,55
220322_091149_Morty,3,3,2,3,14,38
220322_091149_Morty,26,20,20,26,48,54
220322_091149_Morty,46,31,7,31,46,58
220322_091149_Morty,47,10,10,28,47,59
220322_091149_Morty,49,49,2,38,49,58
220322_091149_Morty,2,25,2,25,30,35
220322_091149_Morty,27,46,27,46,50,51
220322_091149_Morty,45,20,20,43,45,59
220322_091149_Morty,64,64,25,32,55,64
220322_091149_Morty,4,NaN,4,30,32,63
220322_091149_Morty,8,NaN,8,27,41,46
220322_091149_Morty,52,49,5,49,52,54
220322_091149_Morty,32,32,2,25,27,32
220322_091149_Morty,62,NaN,4,6,10,62
220322_091149_Morty,55,NaN,3,10,34,55
220322_091149_Morty,1,1,1,19,43,46
220322_091149_Morty,56,56,23,56,62,64
220322_091149_Morty,29,10,10,24,29,47
220322_091149_Morty,5,5,5,16,20,47
220322_091149_Morty,9,64,6,9,21,64
220322_091149_Morty,50,3,3,31,47,50
220322_091149_Morty,37,9,9,25,37,44
220322_091149_Morty,58,59,56,58,59,64
220322_091149_Morty,7,7,7,8,31,49
220322_091149_Morty,10,10,10,15,29,38
220322_091149_Morty,59,55,19,21,55,59
220322_091149_Morty,40,40,13,40,45,63
220322_091149_Morty,22,22,2,19,22,38
220322_091149_Morty,24,32,5,24,26,32
220322_091149_Morty,42,35,31,35,42,45
220322_091149_Morty,13,13,11,13,40,61
220322_091149_Morty,12,22,2,12,22,63
220322_091149_Morty,6,6,6,44,51,64
220322_091149_Morty,36,12,12,36,39,46
220322_091149_Morty,61,9,9,23,59,61
220322_091149_Morty,28,28,28,41,45,55
220322_091149_Morty,41,22,1,8,22,41
220322_091149_Morty,1,1,1,25,49,53
220322_091149_Morty,36,36,15,17,36,50
220322_091149_Morty,3,3,3,6,32,45
220322_091149_Morty,18,57,18,26,42,57
220322_091149_Morty,46,41,39,41,46,54
220322_091149_Morty,13,13,13,29,39,50
220322_091149_Morty,43,52,43,51,52,61
220322_091149_Morty,64,44,14,44,48,64
220322_091149_Morty,17,NaN,17,29,35,56
220322_091149_Morty,56,56,11,41,43,56
220322_091149_Morty,5,NaN,2,5,52,56
220322_091149_Morty,52,62,14,19,52,62
220322_091149_Morty,61,61,19,28,61,62
220322_091149_Morty,16,8,8,16,17,63
220322_091149_Morty,51,8,8,32,51,63
220322_091149_Morty,50,NaN,31,44,50,52
220322_091149_Morty,14,14,14,23,24,38
220322_091149_Morty,40,25,25,34,40,42
220322_091149_Morty,31,42,23,25,31,42
220322_091149_Morty,10,10,10,19,36,52
220322_091149_Morty,60,60,18,37,40,60
220322_091149_Morty,38,8,8,23,38,63
220322_091149_Morty,53,53,22,53,57,61
220322_091149_Morty,45,NaN,2,5,12,45
220322_091149_Morty,49,49,21,31,49,53
220322_091149_Morty,55,55,16,21,22,55
220322_091149_Morty,4,21,4,8,21,49
220322_091149_Morty,6,6,3,6,24,53
220322_091149_Morty,41,23,20,23,41,49
220322_091149_Morty,9,9,9,21,32,52
220322_091149_Morty,28,4,1,4,28,55
220322_091149_Morty,54,10,10,14,24,54
220322_091149_Morty,42,42,34,40,42,46
220322_091149_Morty,7,52,7,26,52,58
220322_091149_Morty,11,NaN,11,28,30,48
220322_091149_Morty,30,23,23,30,38,58
220322_091149_Morty,35,43,35,43,47,58
220322_091149_Morty,47,24,24,33,41,47
220322_091149_Morty,57,57,30,32,42,57
220322_091149_Morty,25,4,4,10,15,25
220322_091149_Morty,23,2,2,23,44,58
220322_091149_Morty,29,11,11,28,29,52
220322_091149_Morty,63,58,1,45,58,63
220322_091149_Morty,2,2,2,12,32,58
220322_091149_Morty,59,NaN,12,38,40,59
220322_091149_Morty,20,20,20,33,44,57
220322_091149_Morty,27,27,7,15,25,27
220322_091149_Morty,22,22,22,25,37,58
220322_091149_Morty,58,28,28,35,45,58
220322_091149_Morty,37,12,12,13,37,43
220322_091149_Morty,44,48,28,44,48,58
220322_091149_Morty,39,14,14,37,39,58
220322_091149_Morty,48,32,32,36,48,59
220322_091149_Morty,62,1,1,14,26,62
220322_091149_Morty,33,63,6,18,33,63
220322_091149_Morty,34,34,21,22,34,56
220322_091149_Morty,21,NaN,2,21,28,64
220322_091149_Morty,15,NaN,15,52,56,63
220322_091149_Morty,24,2,2,24,42,52
220322_091149_Morty,8,14,1,8,10,14
220322_091149_Morty,19,23,4,19,20,23
220322_091149_Morty,12,12,11,12,46,64
220322_091149_Morty,26,26,2,26,47,49
220322_091149_Morty,32,NaN,19,32,48,57
220322_091149_Morty,19,NaN,19,55,58,63
220322_091149_Morty,22,23,6,22,23,37
220322_091149_Morty,60,32,10,31,32,60
220322_091149_Morty,5,5,5,26,38,64
220322_091149_Morty,63,NaN,4,17,20,63
220322_091149_Morty,57,NaN,22,49,57,58
220322_091149_Morty,54,24,24,43,54,61
220322_091149_Morty,10,27,10,27,33,58
220322_091149_Morty,38,NaN,3,11,38,42
220322_091149_Morty,61,53,24,39,53,61
220322_091149_Morty,18,18,18,29,30,46
220322_091149_Morty,27,27,27,31,43,58
220322_091149_Morty,11,11,11,19,24,53
220322_091149_Morty,48,NaN,17,23,40,48
220322_091149_Morty,44,44,6,35,44,64
220322_091149_Morty,46,13,13,46,47,56
220322_091149_Morty,30,17,17,28,30,39
220322_091149_Morty,21,21,1,21,48,55
220322_091149_Morty,47,47,3,34,47,57
220322_091149_Morty,2,41,2,17,37,41
220322_091149_Morty,16,17,8,16,17,55
220322_091149_Morty,1,NaN,1,14,27,39
220322_091149_Morty,4,20,4,20,30,53
220322_091149_Morty,8,21,2,8,21,25
220322_091149_Morty,40,40,5,20,35,40
220322_091149_Morty,56,29,29,49,50,56
220322_091149_Morty,23,NaN,7,13,23,52
220322_091149_Morty,12,12,10,12,45,50
220322_091149_Morty,14,NaN,14,18,52,55
220322_091149_Morty,34,21,21,34,41,49
220322_091149_Morty,31,64,1,3,31,64
220322_091149_Morty,7,7,1,6,7,8
220322_091149_Morty,6,6,4,6,49,61
220322_091149_Morty,20,NaN,20,38,44,45
220322_091149_Morty,49,7,7,27,46,49
220322_091149_Morty,33,20,20,33,40,41
220322_091149_Morty,50,62,20,46,50,62
220322_091149_Morty,41,NaN,22,40,41,46
220322_091149_Morty,15,15,11,13,15,61
220322_091149_Morty,28,25,14,25,28,39
220322_091149_Morty,58,58,19,49,58,63
220322_091149_Morty,52,52,18,30,34,52
220322_091149_Morty,26,NaN,16,26,36,37
220322_091149_Morty,53,54,29,53,54,56
220322_091149_Morty,43,NaN,6,23,30,43
220322_091149_Morty,36,36,12,13,26,36
220322_091149_Morty,3,6,3,6,8,25
