dirname,cues,chosen,choices_1,choices_2,choices_3,choices_4
210422_135417_Pollux,9,4,3,9,22,44
210422_135417_Pollux,51,NaN,15,32,51,52
210422_135417_Pollux,39,4,19,25,33,39
210422_135417_Pollux,47,NaN,3,17,28,47
210422_135417_Pollux,7,3,7,12,13,15
210422_135417_Pollux,63,4,18,30,53,63
210422_135417_Pollux,22,NaN,10,13,22,31
210422_135417_Pollux,5,1,5,39,53,57
210422_135417_Pollux,59,2,3,8,55,59
210422_135417_Pollux,26,NaN,3,26,44,50
210422_135417_Pollux,57,4,9,37,57,64
210422_135417_Pollux,19,2,14,19,28,53
210422_135417_Pollux,46,3,2,33,46,64
210422_135417_Pollux,3,1,3,33,44,48
210422_135417_Pollux,24,2,18,19,24,35
210422_135417_Pollux,4,3,4,5,16,54
210422_135417_Pollux,36,2,8,20,36,59
210422_135417_Pollux,56,4,11,13,56,60
210422_135417_Pollux,26,1,24,26,36,64
210422_135417_Pollux,22,NaN,11,22,32,52
210422_135417_Pollux,10,1,10,16,47,61
210422_135417_Pollux,34,NaN,18,30,34,39
210422_135417_Pollux,37,NaN,3,36,37,52
210422_135417_Pollux,43,NaN,20,36,43,52
210422_135417_Pollux,24,1,24,30,34,45
210422_135417_Pollux,30,NaN,30,35,44,57
210422_135417_Pollux,59,4,24,27,45,59
210422_135417_Pollux,46,4,38,41,46,57
210422_135417_Pollux,3,1,3,20,31,37
210422_135417_Pollux,16,2,4,16,30,50
210422_135417_Pollux,33,1,6,33,44,51
210422_135417_Pollux,1,1,1,5,17,22
210422_135417_Pollux,53,3,8,12,45,53
210422_135417_Pollux,64,4,19,33,49,64
210422_135417_Pollux,6,1,6,14,21,54
210422_135417_Pollux,36,1,36,46,62,64
210422_135417_Pollux,35,3,20,35,44,54
210422_135417_Pollux,2,1,1,2,10,36
210422_135417_Pollux,41,NaN,20,21,39,41
210422_135417_Pollux,60,NaN,26,60,61,62
210422_135417_Pollux,57,NaN,30,37,50,57
210422_135417_Pollux,47,4,4,5,20,47
210422_135417_Pollux,56,4,24,40,54,56
210422_135417_Pollux,19,1,19,60,61,63
210422_135417_Pollux,54,NaN,1,30,39,54
210422_135417_Pollux,20,1,16,20,39,62
210422_135417_Pollux,61,1,15,18,33,61
210422_135417_Pollux,38,3,6,32,38,59
210422_135417_Pollux,51,NaN,27,35,51,63
210422_135417_Pollux,40,NaN,1,12,15,40
210422_135417_Pollux,50,NaN,2,4,18,50
210422_135417_Pollux,63,1,8,39,61,63
210422_135417_Pollux,14,NaN,2,4,14,59
210422_135417_Pollux,17,NaN,17,25,49,60
210422_135417_Pollux,48,4,10,35,42,48
210422_135417_Pollux,11,1,11,24,37,45
210422_135417_Pollux,55,NaN,5,20,51,55
210422_135417_Pollux,27,NaN,11,18,27,41
210422_135417_Pollux,7,2,7,12,32,60
210422_135417_Pollux,49,NaN,6,31,49,62
210422_135417_Pollux,25,3,6,25,27,64
210422_135417_Pollux,39,4,11,26,34,39
210422_135417_Pollux,15,NaN,7,8,15,60
210422_135417_Pollux,12,2,8,12,44,56
210422_135417_Pollux,5,2,5,13,23,59
210422_135417_Pollux,45,4,4,19,45,52
210422_135417_Pollux,52,3,5,12,51,52
210422_135417_Pollux,4,2,4,6,25,43
210422_135417_Pollux,42,3,30,34,42,62
210422_135417_Pollux,28,NaN,1,14,28,57
210422_135417_Pollux,44,NaN,9,22,38,44
210422_135417_Pollux,23,NaN,12,23,29,56
210422_135417_Pollux,13,3,1,13,17,49
210422_135417_Pollux,29,NaN,29,38,52,53
210422_135417_Pollux,31,3,31,35,43,60
210422_135417_Pollux,58,2,7,10,14,58
210422_135417_Pollux,62,4,30,46,53,62
210422_135417_Pollux,8,NaN,8,43,46,64
210422_135417_Pollux,9,NaN,9,18,32,51
210422_135417_Pollux,21,NaN,21,53,54,58
210422_135417_Pollux,18,2,2,18,25,33
210422_135417_Pollux,32,1,17,32,37,41
210422_135417_Pollux,56,4,6,33,56,60
210422_135417_Pollux,42,4,31,40,42,53
210422_135417_Pollux,11,1,11,18,33,52
210422_135417_Pollux,64,NaN,3,14,26,64
210422_135417_Pollux,47,1,45,47,58,59
210422_135417_Pollux,53,2,11,12,21,53
210422_135417_Pollux,62,NaN,15,28,58,62
210422_135417_Pollux,51,4,17,25,51,57
210422_135417_Pollux,59,4,28,55,56,59
210422_135417_Pollux,61,NaN,36,41,53,61
210422_135417_Pollux,37,2,1,30,37,52
210422_135417_Pollux,28,NaN,4,28,48,59
210422_135417_Pollux,15,1,1,15,53,62
210422_135417_Pollux,38,NaN,21,38,46,60
210422_135417_Pollux,12,3,2,12,16,64
210422_135417_Pollux,44,3,6,11,44,64
210422_135417_Pollux,25,NaN,5,10,15,25
210422_135417_Pollux,22,3,11,22,25,57
210422_135417_Pollux,18,1,18,26,35,63
210422_135417_Pollux,41,2,37,41,51,56
210422_135417_Pollux,26,NaN,3,6,26,41
210422_135417_Pollux,24,4,15,24,25,39
210422_135417_Pollux,36,3,2,31,36,54
210422_135417_Pollux,16,NaN,5,13,16,64
210422_135417_Pollux,29,NaN,18,25,29,52
210422_135417_Pollux,30,NaN,5,9,11,30
210422_135417_Pollux,55,NaN,25,40,55,61
210422_135417_Pollux,5,2,5,9,52,62
210422_135417_Pollux,50,2,16,32,50,59
210422_135417_Pollux,40,1,40,48,58,64
210422_135417_Pollux,19,1,19,31,35,59
210422_135417_Pollux,52,NaN,18,22,52,64
210422_135417_Pollux,14,1,14,23,43,59
210422_135417_Pollux,10,NaN,10,23,31,37
210422_135417_Pollux,13,NaN,8,13,20,46
210422_135417_Pollux,8,1,8,20,30,46
210422_135417_Pollux,9,NaN,5,9,32,52
210422_135417_Pollux,32,1,31,32,37,61
210422_135417_Pollux,39,NaN,9,32,39,60
210422_135417_Pollux,21,3,3,14,21,60
210422_135417_Pollux,33,3,15,21,33,56
210422_135417_Pollux,31,NaN,2,20,25,31
210422_135417_Pollux,23,3,13,14,23,63
210422_135417_Pollux,46,1,24,34,46,49
210422_135417_Pollux,49,NaN,28,35,45,49
210422_135417_Pollux,43,3,7,43,47,49
210422_135417_Pollux,27,3,17,26,27,35
210422_135417_Pollux,1,1,1,29,48,62
210422_135417_Pollux,20,1,16,20,46,62
210422_135417_Pollux,4,2,3,4,23,39
210422_135417_Pollux,48,4,11,14,15,48
210422_135417_Pollux,58,4,20,40,47,58
210422_135417_Pollux,60,1,3,38,49,60
210422_135417_Pollux,7,NaN,7,35,39,53
210422_135417_Pollux,63,4,26,45,50,63
210422_135417_Pollux,54,NaN,1,48,54,64
210422_135417_Pollux,2,1,2,34,38,46
210422_135417_Pollux,57,NaN,38,45,53,57
210422_135417_Pollux,3,NaN,3,6,44,63
210422_135417_Pollux,6,2,4,6,30,50
210422_135417_Pollux,35,3,12,33,35,50
210422_135417_Pollux,45,NaN,15,45,51,63
210422_135417_Pollux,17,NaN,17,30,47,48
210422_135417_Pollux,34,NaN,27,34,35,42
210422_135417_Pollux,61,2,10,30,57,61
210422_135417_Pollux,57,4,39,49,50,57
210422_135417_Pollux,28,NaN,21,28,30,41
210422_135417_Pollux,41,3,33,39,41,56
210422_135417_Pollux,47,3,1,16,47,52
210422_135417_Pollux,34,3,28,34,37,42
210422_135417_Pollux,20,1,19,20,34,36
210422_135417_Pollux,7,2,7,15,62,64
210422_135417_Pollux,45,NaN,4,35,36,45
210422_135417_Pollux,48,3,10,35,48,53
210422_135417_Pollux,35,NaN,30,35,46,57
210422_135417_Pollux,30,2,23,30,43,49
210422_135417_Pollux,59,NaN,2,23,54,59
210422_135417_Pollux,4,1,4,8,37,47
210422_135417_Pollux,14,1,14,18,48,59
210422_135417_Pollux,19,NaN,19,31,41,46
210422_135417_Pollux,64,NaN,11,46,63,64
210422_135417_Pollux,8,NaN,8,21,46,53
210422_135417_Pollux,39,NaN,28,37,39,46
210422_135417_Pollux,58,4,18,40,51,58
210422_135417_Pollux,11,NaN,2,6,11,16
210422_135417_Pollux,40,4,17,27,40,47
210422_135417_Pollux,15,NaN,15,16,23,50
210422_135417_Pollux,29,4,17,29,46,50
210422_135417_Pollux,6,1,6,22,27,33
210422_135417_Pollux,32,4,3,31,32,34
210422_135417_Pollux,51,NaN,8,44,51,62
210422_135417_Pollux,18,2,4,18,27,63
210422_135417_Pollux,1,NaN,1,39,49,56
210422_135417_Pollux,54,3,23,24,37,54
210422_135417_Pollux,5,1,5,9,10,25
210422_135417_Pollux,24,2,24,27,32,39
210422_135417_Pollux,43,NaN,11,14,24,43
210422_135417_Pollux,25,1,25,28,40,51
210422_135417_Pollux,36,1,36,40,47,58
210422_135417_Pollux,60,NaN,28,30,58,60
210422_135417_Pollux,23,2,20,23,31,49
210422_135417_Pollux,13,NaN,5,9,13,57
210422_135417_Pollux,55,2,9,33,52,55
210422_135417_Pollux,10,NaN,10,19,22,36
210422_135417_Pollux,46,2,18,46,52,54
210422_135417_Pollux,33,NaN,1,12,17,33
210422_135417_Pollux,26,2,21,26,54,58
210422_135417_Pollux,17,3,12,13,17,40
210422_135417_Pollux,21,1,18,21,22,25
210422_135417_Pollux,27,NaN,20,27,29,39
210422_135417_Pollux,63,NaN,31,37,63,64
210422_135417_Pollux,44,3,3,8,44,63
210422_135417_Pollux,52,4,14,36,52,53
210422_135417_Pollux,62,4,30,57,59,62
210422_135417_Pollux,56,NaN,19,31,37,56
210422_135417_Pollux,37,3,20,28,37,38
210422_135417_Pollux,16,NaN,8,16,23,27
210422_135417_Pollux,22,2,22,26,34,56
210422_135417_Pollux,42,4,7,11,42,45
210422_135417_Pollux,49,3,5,25,49,54
210422_135417_Pollux,50,NaN,14,27,50,54
210422_135417_Pollux,2,NaN,1,2,37,41
210422_135417_Pollux,38,2,14,32,38,62
210422_135417_Pollux,12,1,12,14,15,28
210422_135417_Pollux,31,2,6,24,31,56
210422_135417_Pollux,3,NaN,3,32,35,38
210422_135417_Pollux,9,NaN,2,9,38,56
210422_135417_Pollux,53,4,15,23,51,53
210422_135417_Pollux,20,NaN,16,20,42,50
210422_135417_Pollux,18,4,2,18,50,63
210422_135417_Pollux,14,NaN,14,46,49,50
210422_135417_Pollux,24,2,24,28,31,36
210422_135417_Pollux,44,2,9,22,44,51
210422_135417_Pollux,22,2,10,22,56,64
210422_135417_Pollux,17,NaN,5,17,37,39
210422_135417_Pollux,50,NaN,18,21,45,50
210422_135417_Pollux,27,NaN,9,13,18,27
210422_135417_Pollux,10,2,10,29,53,56
210422_135417_Pollux,16,2,15,16,33,41
210422_135417_Pollux,43,NaN,2,3,19,43
210422_135417_Pollux,8,1,8,42,46,48
210422_135417_Pollux,5,1,5,32,55,61
210422_135417_Pollux,26,1,26,34,59,64
210422_135417_Pollux,34,NaN,23,25,34,38
210422_135417_Pollux,41,NaN,34,41,48,53
210422_135417_Pollux,36,4,4,21,36,44
210422_135417_Pollux,2,3,2,8,16,50
210422_135417_Pollux,52,2,13,18,52,61
210422_135417_Pollux,32,NaN,7,14,32,36
210422_135417_Pollux,55,1,1,30,46,55
210422_135417_Pollux,6,3,6,9,21,58
210422_135417_Pollux,15,NaN,15,18,23,45
210422_135417_Pollux,64,1,1,25,60,64
210422_135417_Pollux,56,1,10,26,34,56
210422_135417_Pollux,54,NaN,28,31,51,54
210422_135417_Pollux,40,NaN,19,35,40,56
210422_135417_Pollux,28,NaN,16,28,42,47
210422_135417_Pollux,31,2,16,31,41,53
210422_135417_Pollux,12,2,7,12,15,58
210422_135417_Pollux,58,2,4,9,45,58
210422_135417_Pollux,57,2,1,12,17,57
210422_135417_Pollux,37,4,35,37,40,43
210422_135417_Pollux,62,2,7,12,60,62
210422_135417_Pollux,51,NaN,3,19,37,51
210422_135417_Pollux,49,1,43,44,49,63
210422_135417_Pollux,1,1,1,14,20,25
210422_135417_Pollux,7,1,7,25,38,39
210422_135417_Pollux,53,NaN,18,39,40,53
210422_135417_Pollux,30,3,19,30,39,48
210422_135417_Pollux,39,3,16,22,39,60
210422_135417_Pollux,29,2,10,23,29,53
210422_135417_Pollux,45,NaN,14,45,50,51
210422_135417_Pollux,23,3,3,14,23,52
210422_135417_Pollux,4,1,4,28,36,56
210422_135417_Pollux,60,4,27,39,43,60
210422_135417_Pollux,11,3,3,6,11,14
210422_135417_Pollux,38,2,2,14,19,38
210422_135417_Pollux,35,2,3,35,57,63
210422_135417_Pollux,59,4,6,23,27,59
210422_135417_Pollux,13,NaN,13,20,42,62
210422_135417_Pollux,9,1,9,45,58,61
210422_135417_Pollux,25,1,19,24,25,53
210422_135417_Pollux,61,3,28,61,62,63
210422_135417_Pollux,46,3,14,35,46,63
210422_135417_Pollux,42,NaN,35,42,57,63
210422_135417_Pollux,21,1,21,23,29,54
210422_135417_Pollux,3,NaN,3,14,21,56
210422_135417_Pollux,33,3,20,33,58,60
210422_135417_Pollux,48,4,17,33,39,48
210422_135417_Pollux,47,NaN,8,14,44,47
210422_135417_Pollux,63,NaN,5,14,43,63
210422_135417_Pollux,19,4,2,19,23,38
210422_135417_Pollux,20,NaN,3,17,20,61
210422_135417_Pollux,38,1,32,38,41,53
210422_135417_Pollux,12,1,5,10,12,21
210422_135417_Pollux,46,NaN,3,10,24,46
210422_135417_Pollux,43,NaN,22,32,43,62
210422_135417_Pollux,31,4,17,25,31,41
210422_135417_Pollux,22,NaN,6,22,37,44
210422_135417_Pollux,17,3,8,13,17,44
210422_135417_Pollux,5,NaN,5,22,44,63
210422_135417_Pollux,62,NaN,29,40,54,62
210422_135417_Pollux,32,2,9,32,44,56
210422_135417_Pollux,2,4,2,32,55,64
210422_135417_Pollux,49,NaN,11,35,37,49
210422_135417_Pollux,21,2,8,16,21,47
210422_135417_Pollux,61,4,12,42,51,61
210422_135417_Pollux,56,4,27,28,37,56
210422_135417_Pollux,16,NaN,16,42,61,64
210422_135417_Pollux,64,NaN,21,25,30,64
210422_135417_Pollux,54,4,17,28,34,54
210422_135417_Pollux,37,3,37,38,53,57
210422_135417_Pollux,9,NaN,9,19,24,43
210422_135417_Pollux,41,3,32,41,46,60
210422_135417_Pollux,3,1,3,31,38,62
210422_135417_Pollux,13,NaN,13,21,23,42
210422_135417_Pollux,35,3,7,19,34,35
210422_135417_Pollux,57,4,12,46,54,57
210422_135417_Pollux,48,2,19,20,42,48
210422_135417_Pollux,53,3,11,53,54,62
210422_135417_Pollux,63,4,21,31,57,63
210422_135417_Pollux,28,2,4,28,43,55
210422_135417_Pollux,42,2,31,34,40,42
210422_135417_Pollux,10,NaN,1,10,26,28
210422_135417_Pollux,29,3,22,29,36,41
210422_135417_Pollux,52,1,1,27,47,52
210422_135417_Pollux,50,NaN,46,50,53,62
210422_135417_Pollux,1,NaN,1,3,25,50
210422_135417_Pollux,14,3,2,13,14,46
210422_135417_Pollux,33,4,33,36,38,48
210422_135417_Pollux,23,1,23,29,55,60
210422_135417_Pollux,51,3,40,44,51,61
210422_135417_Pollux,11,NaN,11,14,24,40
210422_135417_Pollux,45,2,5,32,39,45
210422_135417_Pollux,19,3,6,15,19,43
210422_135417_Pollux,60,2,18,28,60,63
210422_135417_Pollux,47,4,7,23,42,47
210422_135417_Pollux,25,2,25,31,38,41
210422_135417_Pollux,6,1,2,6,19,46
210422_135417_Pollux,59,3,14,24,55,59
210422_135417_Pollux,26,NaN,22,26,30,55
210422_135417_Pollux,44,4,3,9,34,44
210422_135417_Pollux,24,1,24,37,41,45
210422_135417_Pollux,4,3,4,6,26,63
210422_135417_Pollux,40,4,4,22,32,40
210422_135417_Pollux,30,NaN,10,19,30,47
210422_135417_Pollux,15,NaN,15,17,35,50
210422_135417_Pollux,8,4,8,14,46,64
210422_135417_Pollux,58,4,19,31,53,58
210422_135417_Pollux,7,1,7,15,19,31
210422_135417_Pollux,39,4,39,40,50,62
210422_135417_Pollux,27,NaN,12,27,42,53
210422_135417_Pollux,36,1,36,54,62,64
210422_135417_Pollux,34,NaN,3,8,31,34
210422_135417_Pollux,18,NaN,4,18,26,46
210422_135417_Pollux,55,NaN,14,41,42,55
210422_135417_Pollux,62,4,18,27,46,62
210422_135417_Pollux,35,4,35,44,49,60
210422_135417_Pollux,31,4,12,21,22,31
210422_135417_Pollux,24,4,3,15,24,44
210422_135417_Pollux,42,4,7,15,39,42
210422_135417_Pollux,28,2,28,32,60,62
210422_135417_Pollux,32,NaN,12,32,33,58
210422_135417_Pollux,46,NaN,14,24,46,50
210422_135417_Pollux,45,2,29,45,51,56
210422_135417_Pollux,27,3,16,27,37,44
210422_135417_Pollux,4,1,4,19,22,25
210422_135417_Pollux,29,1,14,21,29,40
210422_135417_Pollux,23,3,23,34,46,47
210422_135417_Pollux,16,NaN,16,40,45,48
210422_135417_Pollux,25,4,4,13,25,31
210422_135417_Pollux,26,2,13,19,26,58
210422_135417_Pollux,50,NaN,12,17,43,50
210422_135417_Pollux,54,2,1,13,46,54
210422_135417_Pollux,2,NaN,2,7,23,34
210422_135417_Pollux,34,4,1,17,34,36
210422_135417_Pollux,22,NaN,22,23,47,54
210422_135417_Pollux,51,2,13,46,51,56
210422_135417_Pollux,9,1,9,11,57,58
210422_135417_Pollux,55,4,28,40,44,55
210422_135417_Pollux,52,4,9,23,51,52
210422_135417_Pollux,18,NaN,9,18,24,31
210422_135417_Pollux,14,1,14,28,32,48
210422_135417_Pollux,7,NaN,7,29,30,38
210422_135417_Pollux,44,NaN,32,44,53,62
210422_135417_Pollux,8,NaN,8,29,31,45
210422_135417_Pollux,1,NaN,1,9,13,22
210422_135417_Pollux,5,1,5,17,26,48
210422_135417_Pollux,58,4,7,26,33,58
210422_135417_Pollux,30,3,4,10,17,30
210422_135417_Pollux,36,3,21,33,36,44
210422_135417_Pollux,60,NaN,10,30,33,60
210422_135417_Pollux,13,1,13,42,54,56
210422_135417_Pollux,41,3,24,35,41,46
210422_135417_Pollux,3,2,3,10,11,26
210422_135417_Pollux,64,1,12,27,32,64
210422_135417_Pollux,40,2,38,40,44,49
210422_135417_Pollux,21,NaN,21,46,48,59
210422_135417_Pollux,43,2,9,21,43,49
210422_135417_Pollux,19,3,2,19,35,49
210422_135417_Pollux,15,3,10,15,19,36
210422_135417_Pollux,12,1,12,33,41,63
210422_135417_Pollux,33,NaN,3,32,33,64
210422_135417_Pollux,11,3,3,11,28,53
210422_135417_Pollux,61,4,12,22,41,61
210422_135417_Pollux,20,2,1,20,43,59
210422_135417_Pollux,39,2,9,25,35,39
210422_135417_Pollux,57,2,10,29,47,57
210422_135417_Pollux,10,NaN,10,12,42,51
210422_135417_Pollux,17,3,14,17,21,54
210422_135417_Pollux,49,4,18,29,44,49
210422_135417_Pollux,56,NaN,14,50,56,64
210422_135417_Pollux,37,NaN,14,37,43,44
210422_135417_Pollux,6,NaN,6,22,25,52
210422_135417_Pollux,53,4,3,5,10,53
210422_135417_Pollux,63,4,27,29,35,63
210422_135417_Pollux,47,2,37,47,57,60
210422_135417_Pollux,48,3,29,38,48,61
210422_135417_Pollux,59,NaN,16,39,53,59
210422_135417_Pollux,38,NaN,6,34,36,38
210422_135417_Pollux,20,NaN,20,26,41,51
210422_135417_Pollux,35,2,3,29,35,47
210422_135417_Pollux,13,2,10,13,45,64
210422_135417_Pollux,19,NaN,19,22,34,53
210422_135417_Pollux,44,NaN,5,44,45,64
210422_135417_Pollux,40,3,20,40,50,51
210422_135417_Pollux,47,3,36,39,47,57
210422_135417_Pollux,60,NaN,39,50,57,60
210422_135417_Pollux,2,2,2,14,33,58
210422_135417_Pollux,58,4,24,56,58,62
210422_135417_Pollux,29,4,26,29,40,51
210422_135417_Pollux,59,4,14,17,41,59
210422_135417_Pollux,21,3,21,38,50,52
210422_135417_Pollux,12,3,11,12,18,32
210422_135417_Pollux,49,NaN,25,33,49,58
210422_135417_Pollux,46,3,2,13,46,49
210422_135417_Pollux,48,3,4,41,48,51
210422_135417_Pollux,39,3,15,31,39,56
210422_135417_Pollux,38,NaN,38,39,59,62
210422_135417_Pollux,52,4,5,21,24,52
210422_135417_Pollux,43,4,5,8,33,43
210422_135417_Pollux,51,NaN,5,36,51,57
210422_135417_Pollux,1,NaN,1,21,25,51
210422_135417_Pollux,6,3,6,56,57,64
210422_135417_Pollux,36,NaN,1,17,36,45
210422_135417_Pollux,33,3,29,31,33,53
210422_135417_Pollux,61,NaN,29,45,61,64
210422_135417_Pollux,24,NaN,14,24,45,54
210422_135417_Pollux,22,2,22,24,32,49
210422_135417_Pollux,5,NaN,5,26,53,63
210422_135417_Pollux,34,3,34,37,49,60
210422_135417_Pollux,42,2,19,35,42,43
210422_135417_Pollux,28,NaN,2,9,28,49
210422_135417_Pollux,18,1,18,58,59,63
210422_135417_Pollux,23,4,4,14,23,24
210422_135417_Pollux,32,1,32,50,63,64
210422_135417_Pollux,55,4,36,41,49,55
210422_135417_Pollux,16,4,16,22,29,62
210422_135417_Pollux,26,1,26,35,39,62
210422_135417_Pollux,53,4,20,28,38,53
210422_135417_Pollux,45,NaN,6,33,45,64
210422_135417_Pollux,17,NaN,17,25,29,48
210422_135417_Pollux,27,1,23,27,29,50
210422_135417_Pollux,50,2,17,50,53,60
210422_135417_Pollux,63,NaN,16,22,61,63
210422_135417_Pollux,25,4,12,24,25,26
210422_135417_Pollux,41,NaN,12,41,56,64
210422_135417_Pollux,15,1,11,15,23,57
210422_135417_Pollux,8,1,8,20,27,40
210422_135417_Pollux,3,1,3,11,44,47
210422_135417_Pollux,62,4,10,34,42,62
210422_135417_Pollux,31,4,22,31,36,62
210422_135417_Pollux,14,1,14,21,34,55
210422_135417_Pollux,56,4,19,23,53,56
210422_135417_Pollux,4,1,4,28,49,56
210422_135417_Pollux,11,NaN,11,15,17,37
210422_135417_Pollux,7,NaN,7,8,12,53
210422_135417_Pollux,10,1,10,20,39,50
210422_135417_Pollux,64,4,4,16,50,64
210422_135417_Pollux,54,NaN,18,36,42,54
210422_135417_Pollux,37,4,25,30,37,40
210422_135417_Pollux,57,NaN,30,35,38,57
210422_135417_Pollux,9,NaN,9,48,57,63
210422_135417_Pollux,30,3,5,30,50,63
210422_135417_Pollux,61,4,15,34,45,61
210422_135417_Pollux,28,NaN,24,28,53,58
210422_135417_Pollux,29,3,4,29,40,56
210422_135417_Pollux,53,NaN,17,37,39,53
210422_135417_Pollux,30,NaN,25,30,62,63
210422_135417_Pollux,34,NaN,22,25,34,40
210422_135417_Pollux,33,4,3,7,25,33
210422_135417_Pollux,4,1,4,21,34,56
210422_135417_Pollux,36,3,4,9,36,61
210422_135417_Pollux,46,4,14,21,30,46
210422_135417_Pollux,54,3,8,15,54,59
210422_135417_Pollux,22,NaN,7,8,22,63
210422_135417_Pollux,44,4,17,36,44,46
210422_135417_Pollux,12,NaN,3,12,15,33
210422_135417_Pollux,56,3,32,34,56,61
210422_135417_Pollux,24,NaN,24,26,57,64
210422_135417_Pollux,26,NaN,9,10,26,46
210422_135417_Pollux,55,NaN,13,29,55,56
210422_135417_Pollux,13,1,13,35,45,51
210422_135417_Pollux,40,2,4,6,34,40
210422_135417_Pollux,2,1,2,7,21,60
210422_135417_Pollux,14,NaN,14,33,44,52
210422_135417_Pollux,38,1,5,38,42,50
210422_135417_Pollux,6,1,6,27,30,58
210422_135417_Pollux,37,1,37,40,41,50
210422_135417_Pollux,35,3,7,34,35,59
210422_135417_Pollux,32,NaN,21,32,47,61
210422_135417_Pollux,39,2,22,26,30,39
210422_135417_Pollux,62,4,12,13,15,62
210422_135417_Pollux,10,1,6,7,10,51
210422_135417_Pollux,58,4,1,17,36,58
210422_135417_Pollux,8,4,8,41,51,61
210422_135417_Pollux,19,4,1,4,9,19
210422_135417_Pollux,23,2,6,23,25,35
210422_135417_Pollux,41,NaN,10,41,50,61
210422_135417_Pollux,60,2,23,46,54,60
210422_135417_Pollux,27,2,1,27,29,47
210422_135417_Pollux,64,NaN,32,43,56,64
210422_135417_Pollux,15,NaN,7,15,22,40
210422_135417_Pollux,45,4,5,15,25,45
210422_135417_Pollux,3,NaN,3,4,42,55
210422_135417_Pollux,5,2,5,6,18,55
210422_135417_Pollux,7,1,7,28,37,50
210422_135417_Pollux,43,3,16,42,43,49
210422_135417_Pollux,42,4,14,26,38,42
210422_135417_Pollux,18,NaN,5,18,29,44
210422_135417_Pollux,25,3,16,20,25,63
210422_135417_Pollux,48,3,13,41,48,51
210422_135417_Pollux,52,NaN,9,34,51,52
210422_135417_Pollux,49,NaN,4,9,49,64
210422_135417_Pollux,20,2,20,30,49,53
210422_135417_Pollux,31,NaN,31,41,42,49
210422_135417_Pollux,17,NaN,17,31,38,54
210422_135417_Pollux,11,NaN,11,24,33,48
210422_135417_Pollux,1,2,1,6,59,61
210422_135417_Pollux,9,3,6,9,16,33
210422_135417_Pollux,21,2,16,21,25,31
210422_135417_Pollux,16,NaN,16,19,30,48
210422_135417_Pollux,51,3,24,31,51,53
210422_135417_Pollux,47,NaN,8,16,22,47
210422_135417_Pollux,63,NaN,7,39,61,63
210422_135417_Pollux,50,NaN,25,50,59,62
210422_135417_Pollux,59,2,29,36,54,59
210422_135417_Pollux,57,2,3,7,18,57
210422_135417_Pollux,36,3,28,36,43,55
210422_135417_Pollux,20,2,18,20,21,40
210422_135417_Pollux,59,2,10,50,59,61
210422_135417_Pollux,17,NaN,17,29,43,63
210422_135417_Pollux,42,NaN,24,36,42,53
210422_135417_Pollux,56,2,12,44,49,56
210422_135417_Pollux,55,2,2,14,36,55
210422_135417_Pollux,2,1,2,52,56,59
210422_135417_Pollux,62,NaN,11,21,25,62
210422_135417_Pollux,57,NaN,25,29,38,57
